fa_flight_id,groundspeed,heading,longitude,latitude,timestamp,altitude
AIQ3029-1670715240-schedule-0553,225.5,297.7333333333333,100.520568,13.879403,2022-12-12 23:44:51+00:00,3553.333333333333
AIQ3029-1670715240-schedule-0553,227.0,297.6666666666667,100.51963,13.87989,2022-12-12 23:44:52+00:00,3566.6666666666665
AIQ3029-1670715240-schedule-0553,228.5,297.6,100.518692,13.880377,2022-12-12 23:44:53+00:00,3579.9999999999995
AIQ3029-1670715240-schedule-0553,230.0,297.53333333333336,100.517754,13.880864,2022-12-12 23:44:54+00:00,3593.333333333334
AIQ3029-1670715240-schedule-0553,231.5,297.46666666666664,100.516816,13.881351,2022-12-12 23:44:55+00:00,3606.666666666667
AIQ3029-1670715240-schedule-0553,233.0,297.4,100.515878,13.881838,2022-12-12 23:44:56+00:00,3620.0000000000005
AIQ3029-1670715240-schedule-0553,234.5,297.3333333333333,100.51494,13.882325,2022-12-12 23:44:57+00:00,3633.3333333333335
AIQ3029-1670715240-schedule-0553,236.0,297.26666666666665,100.514002,13.882812,2022-12-12 23:44:58+00:00,3646.666666666667
AIQ3029-1670715240-schedule-0553,237.5,297.2,100.513064,13.883299,2022-12-12 23:44:59+00:00,3660.0
AIQ3029-1670715240-schedule-0553,239.0,297.1333333333333,100.512126,13.883786,2022-12-12 23:45:00+00:00,3673.3333333333326
AIQ3029-1670715240-schedule-0553,240.5,297.06666666666666,100.511188,13.884273,2022-12-12 23:45:01+00:00,3686.6666666666665
AIQ3029-1670715240-schedule-0553,242.0,297.0,100.51025,13.88476,2022-12-12 23:45:02+00:00,3700.0
AIQ3029-1670715240-schedule-0553,242.5,296.96666666666664,100.50913166666666,13.885287666666668,2022-12-12 23:45:03+00:00,3743.333333333333
AIQ3029-1670715240-schedule-0553,243.0,296.93333333333334,100.50801333333334,13.885815333333332,2022-12-12 23:45:04+00:00,3786.6666666666665
AIQ3029-1670715240-schedule-0553,243.5,296.9,100.506895,13.886343,2022-12-12 23:45:05+00:00,3829.9999999999995
AIQ3029-1670715240-schedule-0553,244.0,296.8666666666667,100.50577666666666,13.886870666666669,2022-12-12 23:45:06+00:00,3873.3333333333326
AIQ3029-1670715240-schedule-0553,244.5,296.8333333333333,100.50465833333334,13.887398333333334,2022-12-12 23:45:07+00:00,3916.6666666666656
AIQ3029-1670715240-schedule-0553,245.0,296.8,100.50354,13.887926,2022-12-12 23:45:08+00:00,3960.0
AIQ3029-1670715240-schedule-0553,245.5,296.76666666666665,100.50242166666666,13.888453666666669,2022-12-12 23:45:09+00:00,4003.333333333333
AIQ3029-1670715240-schedule-0553,246.0,296.7333333333333,100.50130333333333,13.888981333333334,2022-12-12 23:45:10+00:00,4046.666666666667
AIQ3029-1670715240-schedule-0553,246.5,296.7,100.500185,13.889509,2022-12-12 23:45:11+00:00,4090.0
AIQ3029-1670715240-schedule-0553,247.0,296.6666666666667,100.49906666666666,13.890036666666669,2022-12-12 23:45:12+00:00,4133.333333333334
AIQ3029-1670715240-schedule-0553,247.5,296.6333333333333,100.49794833333333,13.890564333333334,2022-12-12 23:45:13+00:00,4176.666666666667
AIQ3029-1670715240-schedule-0553,248.0,296.6,100.49683,13.891092,2022-12-12 23:45:14+00:00,4220.0
