46.117,46.402,46.676,46.933,47.166,47.368,47.529,47.638,47.688,47.67,47.582,47.422,47.196,46.909,46.57,46.187,45.769,45.325,44.86,44.382,43.894,43.401,42.905,42.409,41.915,41.425,40.94,40.461,39.988,39.523,39.066,38.617,38.176,37.744,37.32,36.905,36.497,36.098,35.707,35.324
46.864,47.187,47.502,47.803,48.081,48.328,48.53,48.674,48.747,48.739,48.643,48.461,48.199,47.866,47.474,47.035,46.56,46.06,45.542,45.014,44.479,43.942,43.406,42.872,42.344,41.823,41.309,40.803,40.306,39.819,39.341,38.873,38.416,37.968,37.529,37.101,36.682,36.272,35.871,35.478
47.646,48.014,48.377,48.73,49.064,49.367,49.624,49.816,49.923,49.928,49.823,49.611,49.301,48.907,48.447,47.938,47.393,46.827,46.247,45.661,45.073,44.488,43.907,43.334,42.769,42.214,41.67,41.136,40.614,40.104,39.606,39.119,38.644,38.18,37.728,37.286,36.855,36.435,36.024,35.622
48.469,48.886,49.306,49.721,50.123,50.499,50.829,51.088,51.245,51.271,51.154,50.9,50.524,50.049,49.5,48.901,48.271,47.625,46.972,46.321,45.675,45.036,44.408,43.791,43.187,42.597,42.021,41.459,40.911,40.377,39.858,39.352,38.86,38.381,37.914,37.46,37.018,36.586,36.166,35.756
49.336,49.809,50.293,50.781,51.265,51.731,52.16,52.516,52.749,52.809,52.675,52.362,51.898,51.313,50.645,49.93,49.194,48.453,47.717,46.992,46.28,45.584,44.904,44.241,43.596,42.968,42.359,41.767,41.193,40.636,40.095,39.571,39.062,38.568,38.087,37.621,37.167,36.726,36.296,35.878
50.251,50.788,51.344,51.914,52.492,53.065,53.616,54.105,54.455,54.572,54.421,54.037,53.458,52.724,51.895,51.029,50.162,49.309,48.478,47.67,46.887,46.127,45.391,44.679,43.991,43.325,42.681,42.06,41.459,40.878,40.317,39.773,39.248,38.739,38.246,37.767,37.303,36.852,36.414,35.988
51.22,51.823,52.457,53.115,53.789,54.468,55.14,55.768,56.26,56.466,56.337,55.925,55.237,54.307,53.259,52.199,51.174,50.191,49.252,48.353,47.49,46.662,45.867,45.103,44.369,43.663,42.985,42.332,41.705,41.101,40.519,39.958,39.416,38.893,38.387,37.898,37.424,36.965,36.519,36.086
52.242,52.908,53.613,54.346,55.087,55.814,56.503,57.113,57.583,57.867,57.958,57.791,57.176,56.053,54.731,53.438,52.227,51.097,50.036,49.035,48.086,47.184,46.325,45.507,44.725,43.978,43.265,42.582,41.928,41.301,40.7,40.121,39.565,39.029,38.512,38.012,37.529,37.062,36.609,36.169
53.301,54.005,54.737,55.474,56.164,56.748,57.176,57.428,57.571,57.798,58.206,58.658,58.741,57.816,56.292,54.751,53.33,52.029,50.83,49.714,48.671,47.689,46.762,45.885,45.055,44.266,43.518,42.805,42.126,41.477,40.857,40.262,39.692,39.144,38.617,38.108,37.617,37.143,36.684,36.239
54.334,54.992,55.616,56.164,56.564,56.757,56.756,56.642,56.57,56.724,57.207,58.031,59.078,59.284,57.955,56.181,54.505,52.996,51.634,50.389,49.239,48.169,47.17,46.232,45.352,44.522,43.738,42.997,42.293,41.624,40.987,40.379,39.796,39.238,38.701,38.185,37.687,37.207,36.743,36.294
55.161,55.598,55.896,56.044,56.037,55.889,55.658,55.442,55.357,55.518,56.015,56.938,58.37,59.9,59.724,57.819,55.791,54.012,52.451,51.055,49.785,48.619,47.541,46.541,45.609,44.738,43.921,43.153,42.427,41.741,41.089,40.468,39.875,39.308,38.764,38.242,37.739,37.254,36.786,36.333
55.459,55.514,55.415,55.22,54.97,54.694,54.434,54.251,54.221,54.425,54.94,55.857,57.292,59.307,61.02,59.677,57.22,55.089,53.285,51.709,50.302,49.029,47.867,46.801,45.819,44.908,44.061,43.269,42.524,41.823,41.159,40.528,39.927,39.354,38.804,38.277,37.771,37.282,36.811,36.356
