19.738,18.908,18.08,17.244,16.411,15.596,14.807,14.046,13.299,12.546,11.761,10.918,10.004,9.028,8.0176,7.0114,6.0461,5.1503,4.3415,3.6276,3.0087,2.4795,2.0317,1.6557,1.3419,1.0809,0.86447,0.68524,0.53695,0.41432,0.31289,0.22898,0.15954,0.10205,0.054433,0.014985,-0.017707,-0.044807,-0.067274,-0.085902
25.077,24.133,23.153,22.139,21.119,20.121,19.159,18.235,17.333,16.421,15.457,14.393,13.199,11.888,10.509,9.1279,7.8052,6.585,5.4932,4.5401,3.7243,3.0363,2.4627,1.9883,1.5981,1.2783,1.0167,0.80288,0.6281,0.48514,0.3681,0.27216,0.19341,0.1287,0.07547,0.031629,-0.0045087,-0.034318,-0.058923,-0.079241
31.147,30.185,29.115,27.969,26.799,25.644,24.533,23.467,22.421,21.356,20.209,18.894,17.35,15.596,13.722,11.84,10.044,8.3978,6.9357,5.6711,4.6003,3.7085,2.9751,2.3773,1.8928,1.5016,1.1861,0.9318,0.72656,0.56065,0.42626,0.31715,0.22836,0.15597,0.096815,0.048398,0.0087062,-0.023875,-0.05065,-0.072673
37.253,36.522,35.565,34.461,33.281,32.087,30.93,29.806,28.676,27.496,26.19,24.609,22.627,20.282,17.749,15.219,12.821,10.636,8.7075,7.0505,5.659,4.5117,3.5789,2.8285,2.2289,1.7518,1.3728,1.0715,0.83161,0.64006,0.48663,0.36331,0.26385,0.18339,0.11811,0.065006,0.021709,-0.013659,-0.042599,-0.066311
41.725,41.689,41.302,40.661,39.834,38.916,38.004,37.065,36.028,34.866,33.503,31.69,29.161,26.022,22.636,19.297,16.164,13.325,10.83,8.697,6.9158,5.4573,4.2817,3.3461,2.6081,2.0291,1.5759,1.2208,0.942,0.72222,0.54822,0.40981,0.29921,0.21045,0.13893,0.081122,0.034242,-0.0038708,-0.034925,-0.060275
42.309,43.32,44,44.394,44.525,44.5,44.447,44.244,43.771,43.019,41.932,40.092,36.936,32.788,28.371,24.081,20.079,16.464,13.302,10.612,8.3753,6.5504,5.0873,3.9319,3.0302,2.332,1.7934,1.3776,1.0558,0.80553,0.60972,0.45562,0.33362,0.2365,0.15881,0.09638,0.046025,0.005275,-0.027794,-0.054692
38.649,40.374,41.943,43.38,44.688,45.968,47.316,48.531,49.436,49.956,50.014,48.94,45.479,40.394,34.938,29.591,24.56,20.028,16.098,12.779,10.029,7.7883,5.9942,4.5836,3.4921,2.657,2.0218,1.5388,1.1705,0.88788,0.6695,0.49949,0.36615,0.26086,0.1772,0.11038,0.056759,0.013554,-0.021375,-0.049692
32.804,34.664,36.496,38.333,40.211,42.227,44.446,46.755,49.045,51.26,53.449,55.077,53.425,48.577,42.401,35.855,29.561,23.952,19.167,15.166,11.86,9.1609,6.9951,5.2946,3.9871,2.9977,2.2556,1.7,1.2825,0.96666,0.72564,0.54001,0.39577,0.28276,0.19357,0.12273,0.066145,0.020743,-0.015834,-0.045398
26.686,28.374,30.083,31.848,33.711,35.742,37.98,40.401,42.991,45.874,49.691,54.867,58.215,56.603,50.644,42.694,34.907,28.13,22.454,17.746,13.851,10.654,8.0771,6.0524,4.5038,3.3444,2.487,1.855,1.3875,1.0388,0.77592,0.57562,0.42137,0.30142,0.20734,0.133,0.07389,0.026627,-0.01133,-0.041929
21.176,22.602,24.065,25.588,27.209,28.971,30.902,33.023,35.415,38.441,43.054,49.64,56.682,61.259,58.292,49.484,40.372,32.503,25.955,20.519,15.994,12.251,9.2191,6.8362,5.0241,3.6827,2.7053,1.9966,1.4803,1.1007,0.81796,0.60471,0.44185,0.31608,0.218,0.14084,0.079727,0.031017,-0.0080004,-0.039384
16.548,17.711,18.913,20.172,21.515,22.973,24.584,26.414,28.65,31.782,36.517,43.021,51.034,59.861,63.211,56.001,46.088,37.217,29.768,23.528,18.286,13.925,10.385,7.6121,5.5208,3.9927,2.897,2.1155,1.5551,1.1486,0.84934,0.6257,0.45619,0.32606,0.22506,0.14592,0.083431,0.033751,-0.0059602,-0.037848
12.823,13.75,14.719,15.742,16.841,18.051,19.427,21.083,23.269,26.429,31.019,37.286,45.511,55.639,64.487,62.432,52.491,42.566,34.037,26.805,20.692,15.61,11.509,8.3262,5.9549,4.2485,3.0456,2.2019,1.6059,1.179,0.86786,0.63722,0.46349,0.33078,0.22816,0.148,0.084836,0.034716,-0.0052895,-0.037376
9.9151,10.649,11.425,12.257,13.168,14.2,15.43,17,19.164,22.282,26.705,32.723,40.617,50.512,61.682,67.756,59.998,48.795,38.815,30.265,23.065,17.163,12.478,8.8989,6.2753,4.4194,3.1336,2.2459,1.6272,1.1887,0.87173,0.63824,0.46316,0.32988,0.22708,0.14692,0.083846,0.033848,-0.0060296,-0.037997
7.6962,8.2785,8.9047,9.5905,10.364,11.275,12.409,13.917,16.03,19.04,23.238,28.875,36.179,45.405,56.818,69.082,68.586,56.021,43.882,33.515,25.049,18.326,13.124,9.2283,6.4242,4.4746,3.145,2.2394,1.6149,1.1756,0.85993,0.62822,0.45493,0.32321,0.22173,0.14265,0.08045,0.031146,-0.008179,-0.039708
6.0226,6.4903,7.0031,7.5791,8.249,9.0655,10.116,11.541,13.542,16.363,20.247,25.405,32.044,40.449,51.08,64.504,76.101,63.874,47.981,35.536,26.019,18.746,13.252,9.2125,6.3509,4.3903,3.0696,2.1783,1.5674,1.1394,0.8324,0.60726,0.43892,0.31092,0.21225,0.1353,0.074722,0.026669,-0.011692,-0.042471
4.7605,5.142,5.5682,6.058,6.6423,7.3715,8.3265,9.6305,11.454,14.003,17.484,22.078,27.964,35.381,44.709,56.51,70.373,63.953,47.321,34.772,25.302,18.115,12.721,8.7896,6.0321,4.16,2.9069,2.0639,1.4864,1.0813,0.79015,0.57612,0.41568,0.2934,0.19891,0.12507,0.066821,0.020533,-0.016479,-0.046222
3.8001,4.1151,4.4726,4.8904,5.3968,6.0365,6.8789,8.0264,9.6194,11.827,14.823,18.754,23.745,29.904,37.277,45.441,51.656,49.35,40.25,30.757,22.749,16.391,11.533,7.9776,5.4882,3.8003,2.6687,1.9038,1.3767,1.0045,0.73525,0.53618,0.38616,0.2713,0.18218,0.11229,0.056984,0.012913,-0.022413,-0.050864
3.0581,3.3202,3.6208,3.9753,4.408,4.9557,5.6739,6.6433,7.9734,9.797,12.25,15.441,19.423,24.156,29.395,34.352,37.236,36.035,31.173,24.941,18.958,13.872,9.8598,6.8831,4.7841,3.3494,2.3767,1.7108,1.2458,0.91353,0.67058,0.48929,0.35159,0.24546,0.16264,0.09737,0.045507,0.0040234,-0.029337,-0.056281
2.4754,2.6939,2.9457,3.2436,3.6067,4.0635,4.6558,5.443,6.5047,7.9368,9.8371,12.274,15.249,18.643,22.134,25.083,26.551,25.792,22.957,18.975,14.802,11.044,7.9818,5.6679,4.0105,2.8568,2.0583,1.5001,1.1026,0.81373,0.59944,0.43758,0.31339,0.21684,0.14096,0.080789,0.032728,-0.0058899,-0.037069,-0.062339
2.0104,2.1923,2.4019,2.6491,2.9483,3.3201,3.7941,4.4108,5.2233,6.2945,7.6861,9.435,11.518,13.809,16.038,17.783,18.554,18.028,16.279,13.741,10.956,8.3523,6.1741,4.4907,3.2548,2.37,1.7395,1.2863,0.95575,0.71038,0.52517,0.38322,0.273,0.18644,0.11783,0.06304,0.019005,-0.016565,-0.045415,-0.068893
1.6343,1.7851,1.9582,2.1609,2.4034,2.6997,3.0695,3.5383,4.1384,4.9062,5.8751,7.059,8.4291,9.8866,11.246,12.251,12.642,12.266,11.167,9.5735,7.7899,6.0847,4.623,3.4606,2.5782,1.9234,1.4401,1.0815,0.81247,0.60808,0.45076,0.32824,0.2318,0.15522,0.093943,0.044614,0.004697,-0.027737,-0.05418,-0.075797
1.3269,1.4514,1.5932,1.7576,1.9513,2.1836,2.4664,2.8146,3.246,3.779,4.4274,5.1918,6.0457,6.9217,7.7064,8.255,8.4318,8.1647,7.4827,6.5089,5.411,4.3414,3.3987,2.6223,2.0092,1.5354,1.1722,0.89342,0.67809,0.51042,0.37869,0.27432,0.191,0.12404,0.069915,0.025967,-0.0098581,-0.039155,-0.063174,-0.082906
1.0738,1.1759,1.2913,1.4234,1.5765,1.7563,1.9695,2.2243,2.5291,2.8914,3.3147,3.7933,4.3059,4.8097,5.2401,5.5207,5.5841,5.398,4.9813,4.3989,3.7383,3.0811,2.4831,1.9713,1.5499,1.2107,0.94062,0.72623,0.55581,0.4198,0.31073,0.2228,0.15157,0.093619,0.046287,0.0075052,-0.024355,-0.050587,-0.07222,-0.090086
0.86418,0.94761,1.0409,1.1463,1.2664,1.4044,1.5638,1.7486,1.962,2.2061,2.4795,2.7752,3.0776,3.3607,3.5892,3.7244,3.7346,3.6063,3.351,3.0019,2.6033,2.1977,1.8167,1.4779,1.1878,0.94517,0.74499,0.58101,0.44704,0.33758,0.24803,0.1746,0.11425,0.064532,0.023498,-0.010434,-0.038534,-0.06183,-0.081162,-0.097215
0.69001,0.75788,0.83298,0.91663,1.0103,1.1157,1.2344,1.368,1.5173,1.6817,1.8584,2.0414,2.2198,2.3784,2.4981,2.5597,2.5487,2.4596,2.2993,2.0847,1.8382,1.5823,1.3348,1.1073,0.90547,0.73086,0.58219,0.45689,0.35192,0.26427,0.19118,0.13028,0.079511,0.037186,0.0018793,-0.027584,-0.05218,-0.072717,-0.089867,-0.10419
0.54498,0.60001,0.66024,0.72641,0.79929,0.87963,0.96802,1.0648,1.1695,1.2809,1.3962,1.5106,1.6172,1.7069,1.7696,1.7955,1.7779,1.715,1.6106,1.4736,1.3157,1.1492,0.98417,0.82821,0.68577,0.5589,0.44789,0.35196,0.26977,0.19976,0.14036,0.090104,0.047653,0.011843,-0.018336,-0.043748,-0.065132,-0.083114,-0.098226,-0.11092
0.42408,0.46858,0.51677,0.56902,0.62565,0.68691,0.75284,0.8232,0.89723,0.97352,1.0497,1.1225,1.1873,1.2389,1.2717,1.2807,1.2628,1.2173,1.1467,1.0557,0.9508,0.83879,0.72576,0.6165,0.5143,0.42106,0.33757,0.26385,0.19943,0.14358,0.095434,0.054119,0.018784,-0.011355,-0.037005,-0.058794,-0.077273,-0.092922,-0.10616,-0.11733
0.32325,0.35917,0.39766,0.43888,0.4829,0.5297,0.57906,0.63055,0.68336,0.73625,0.78743,0.83457,0.8748,0.90496,0.92195,0.92318,0.90711,0.87364,0.8242,0.76159,0.68947,0.61183,0.53238,0.45424,0.37973,0.31039,0.2471,0.19018,0.13959,0.095025,0.056063,0.022194,-0.0071103,-0.032366,-0.054062,-0.072647,-0.08853,-0.10207,-0.1136,-0.12339
0.23916,0.26811,0.29883,0.33135,0.36561,0.40145,0.43859,0.47655,0.5146,0.55174,0.58667,0.61779,0.64326,0.66118,0.66975,0.66759,0.65394,0.62886,0.59328,0.54888,0.49785,0.4426,0.38547,0.32853,0.27339,0.22126,0.17291,0.12874,0.088893,0.053313,0.021806,-0.0059045,-0.030136,-0.051224,-0.069499,-0.085281,-0.098865,-0.11053,-0.12051,-0.12904
