5.0827,5.6447,6.2481,6.8812,7.5236,8.1445,8.7007,9.1396,9.4083,9.4677,9.3041,8.9312,8.3831,7.7054,6.9483,6.1613,5.3877,4.6597,3.9976,3.4104,2.8992,2.4598,2.0855,1.7688,1.5019,1.2777,1.0896,0.93221,0.80053,0.69045,0.59848,0.52164,0.45748,0.40391,0.35918,0.32185,0.29071,0.26473,0.24306,0.22499
6.4402,7.2107,8.0481,8.939,9.859,10.768,11.602,12.278,12.705,12.814,12.586,12.047,11.255,10.278,9.189,8.0618,6.9628,5.9411,5.0255,4.227,3.5435,2.966,2.4824,2.0795,1.7451,1.4682,1.239,1.0496,0.89287,0.76326,0.65601,0.5672,0.49363,0.43265,0.38208,0.34013,0.30531,0.27641,0.25242,0.23251
8.184,9.2235,10.362,11.584,12.865,14.159,15.381,16.401,17.062,17.244,16.92,16.151,15.032,13.656,12.119,10.531,8.9904,7.5732,6.3198,5.2424,4.3343,3.5789,2.956,2.4449,2.027,1.6858,1.4073,1.18,0.99425,0.84228,0.71778,0.61564,0.53172,0.46269,0.40583,0.35895,0.32027,0.28832,0.26192,0.24009
10.404,11.776,13.282,14.907,16.629,18.406,20.142,21.648,22.656,22.941,22.474,21.396,19.861,17.973,15.851,13.653,11.535,9.6052,7.9188,6.4866,5.2941,4.3145,3.5172,2.872,2.3517,1.9328,1.5956,1.3238,1.1045,0.92715,0.78336,0.66652,0.57135,0.49367,0.43014,0.37809,0.33537,0.30027,0.2714,0.24763
13.192,14.959,16.894,18.981,21.204,23.544,25.917,28.085,29.603,30.037,29.362,27.902,25.878,23.355,20.469,17.478,14.625,12.061,9.8457,7.9813,6.4414,5.1872,4.1762,3.3672,2.7229,2.2109,1.8042,1.4809,1.2232,1.0172,0.85211,0.71925,0.61201,0.52517,0.45464,0.39723,0.35038,0.31208,0.28072,0.255
16.636,18.851,21.268,23.857,26.608,29.53,32.585,35.542,37.765,38.429,37.527,35.716,33.214,29.907,26.006,21.992,18.243,14.933,12.104,9.737,7.7892,6.2088,4.9421,3.9365,3.1438,2.5213,2.0334,1.6505,1.3493,1.1116,0.92312,0.77305,0.65302,0.55662,0.4789,0.41603,0.36503,0.32353,0.28971,0.26208
20.797,23.49,26.417,29.514,32.75,36.146,39.691,43.214,46.071,47.095,46.307,44.59,41.854,37.597,32.359,27.099,22.329,18.193,14.686,11.756,9.3449,7.3878,5.8218,4.5843,3.6163,2.8643,2.2821,1.8313,1.4814,1.2088,0.99517,0.82689,0.69357,0.58739,0.50241,0.43411,0.379,0.33439,0.29818,0.26872
25.684,28.815,32.189,35.687,39.189,42.659,46.001,48.971,51.21,52.557,53.181,52.945,50.949,45.887,39.216,32.668,26.843,21.833,17.589,14.041,11.112,8.7294,6.8199,5.3133,4.1411,3.2387,2.5483,2.021,1.6173,1.3069,1.0667,0.87953,0.73269,0.61672,0.5246,0.45101,0.39197,0.3444,0.30595,0.27477
31.168,34.531,38.033,41.491,44.597,47.147,48.919,49.675,49.66,50.676,53.226,55.891,57.252,53.566,46.338,38.736,31.856,25.892,20.829,16.593,13.093,10.236,7.9385,6.1239,4.7166,3.6416,2.8287,2.2162,1.754,1.4035,1.1358,0.92951,0.76927,0.6438,0.54484,0.46629,0.4036,0.35331,0.31282,0.2801
36.785,39.862,42.666,45.024,46.564,47.03,46.44,44.99,43.416,43.799,46.802,51.69,58.033,59.703,53.928,45.593,37.519,30.421,24.413,19.412,15.284,11.906,9.1764,7.0135,5.3382,4.0674,3.1174,2.4118,1.8875,1.4956,1.2001,0.97514,0.8021,0.66774,0.56251,0.47948,0.41353,0.36086,0.3186,0.28455
