ACFT_ID;Profile_ID;Stage Length;Step Number;Step Type;Thrust Rating;Flap_ID;End Point Altitude (ft);Rate Of Climb (ft/min);End Point CAS (kt);Accel Percentage (%)
1900D;DEFAULT;1;1;Takeoff;MaxTakeoff;17-D;;;;
1900D;DEFAULT;1;2;Climb;MaxTakeoff;17-D;400;;;
1900D;DEFAULT;1;3;Accelerate;MaxTakeoff;17-D;;2750;128;
1900D;DEFAULT;1;4;Accelerate;MaxClimb;ZERO-D;;2950;138;
1900D;DEFAULT;1;5;Climb;MaxClimb;ZERO-D;3000;;;
1900D;DEFAULT;1;6;Accelerate;MaxClimb;ZERO-D;;1500;160;
1900D;DEFAULT;1;7;Climb;MaxClimb;ZERO-D;5500;;;
1900D;DEFAULT;1;8;Climb;MaxClimb;ZERO-D;7500;;;
1900D;DEFAULT;1;9;Climb;MaxClimb;ZERO-D;10000;;;
1900D;DEFAULT;2;1;Takeoff;MaxTakeoff;17-D;;;;
1900D;DEFAULT;2;2;Climb;MaxTakeoff;17-D;400;;;
1900D;DEFAULT;2;3;Accelerate;MaxTakeoff;17-D;;2400;128;
1900D;DEFAULT;2;4;Accelerate;MaxClimb;ZERO-D;;2650;138;
1900D;DEFAULT;2;5;Climb;MaxClimb;ZERO-D;3000;;;
1900D;DEFAULT;2;6;Accelerate;MaxClimb;ZERO-D;;1500;160;
1900D;DEFAULT;2;7;Climb;MaxClimb;ZERO-D;5500;;;
1900D;DEFAULT;2;8;Climb;MaxClimb;ZERO-D;7500;;;
1900D;DEFAULT;2;9;Climb;MaxClimb;ZERO-D;10000;;;
707320;DEFAULT;1;1;Takeoff;MaxTakeoff;14;;;;
707320;DEFAULT;1;2;Climb;MaxTakeoff;14;1000;;;
707320;DEFAULT;1;3;Accelerate;MaxTakeoff;14;;2047;175;
707320;DEFAULT;1;4;Accelerate;MaxClimb;INT;;1000;195;
707320;DEFAULT;1;5;Climb;MaxClimb;ZERO;3000;;;
707320;DEFAULT;1;6;Accelerate;MaxClimb;ZERO;;1000;250;
707320;DEFAULT;1;7;Climb;MaxClimb;ZERO;5500;;;
707320;DEFAULT;1;8;Climb;MaxClimb;ZERO;7500;;;
707320;DEFAULT;1;9;Climb;MaxClimb;ZERO;10000;;;
707320;DEFAULT;2;1;Takeoff;MaxTakeoff;14;;;;
707320;DEFAULT;2;2;Climb;MaxTakeoff;14;1000;;;
707320;DEFAULT;2;3;Accelerate;MaxTakeoff;14;;1905;179;
707320;DEFAULT;2;4;Accelerate;MaxClimb;INT;;1000;199;
707320;DEFAULT;2;5;Climb;MaxClimb;ZERO;3000;;;
707320;DEFAULT;2;6;Accelerate;MaxClimb;ZERO;;1000;250;
707320;DEFAULT;2;7;Climb;MaxClimb;ZERO;5500;;;
707320;DEFAULT;2;8;Climb;MaxClimb;ZERO;7500;;;
707320;DEFAULT;2;9;Climb;MaxClimb;ZERO;10000;;;
707320;DEFAULT;3;1;Takeoff;MaxTakeoff;14;;;;
707320;DEFAULT;3;2;Climb;MaxTakeoff;14;1000;;;
707320;DEFAULT;3;3;Accelerate;MaxTakeoff;14;;1793;183;
707320;DEFAULT;3;4;Accelerate;MaxClimb;INT;;1000;203;
707320;DEFAULT;3;5;Climb;MaxClimb;ZERO;3000;;;
707320;DEFAULT;3;6;Accelerate;MaxClimb;ZERO;;1000;250;
707320;DEFAULT;3;7;Climb;MaxClimb;ZERO;5500;;;
707320;DEFAULT;3;8;Climb;MaxClimb;ZERO;7500;;;
707320;DEFAULT;3;9;Climb;MaxClimb;ZERO;10000;;;
707320;DEFAULT;4;1;Takeoff;MaxTakeoff;14;;;;
707320;DEFAULT;4;2;Climb;MaxTakeoff;14;1000;;;
707320;DEFAULT;4;3;Accelerate;MaxTakeoff;14;;1624;189;
707320;DEFAULT;4;4;Accelerate;MaxClimb;INT;;1000;209;
707320;DEFAULT;4;5;Climb;MaxClimb;ZERO;3000;;;
707320;DEFAULT;4;6;Accelerate;MaxClimb;ZERO;;1000;250;
707320;DEFAULT;4;7;Climb;MaxClimb;ZERO;5500;;;
707320;DEFAULT;4;8;Climb;MaxClimb;ZERO;7500;;;
707320;DEFAULT;4;9;Climb;MaxClimb;ZERO;10000;;;
707320;DEFAULT;5;1;Takeoff;MaxTakeoff;14;;;;
707320;DEFAULT;5;2;Climb;MaxTakeoff;14;1000;;;
707320;DEFAULT;5;3;Accelerate;MaxTakeoff;14;;1430;197;
707320;DEFAULT;5;4;Accelerate;MaxClimb;INT;;1000;217;
707320;DEFAULT;5;5;Climb;MaxClimb;ZERO;3000;;;
707320;DEFAULT;5;6;Accelerate;MaxClimb;ZERO;;1000;250;
707320;DEFAULT;5;7;Climb;MaxClimb;ZERO;5500;;;
707320;DEFAULT;5;8;Climb;MaxClimb;ZERO;7500;;;
707320;DEFAULT;5;9;Climb;MaxClimb;ZERO;10000;;;
707320;DEFAULT;6;1;Takeoff;MaxTakeoff;14;;;;
707320;DEFAULT;6;2;Climb;MaxTakeoff;14;1000;;;
707320;DEFAULT;6;3;Accelerate;MaxTakeoff;14;;1259;205;
707320;DEFAULT;6;4;Accelerate;MaxClimb;INT;;800;225;
707320;DEFAULT;6;5;Climb;MaxClimb;ZERO;3000;;;
707320;DEFAULT;6;6;Accelerate;MaxClimb;ZERO;;800;250;
707320;DEFAULT;6;7;Climb;MaxClimb;ZERO;5500;;;
707320;DEFAULT;6;8;Climb;MaxClimb;ZERO;7500;;;
707320;DEFAULT;6;9;Climb;MaxClimb;ZERO;10000;;;
707320;DEFAULT;7;1;Takeoff;MaxTakeoff;14;;;;
707320;DEFAULT;7;2;Climb;MaxTakeoff;14;1000;;;
707320;DEFAULT;7;3;Accelerate;MaxTakeoff;14;;1151;209;
707320;DEFAULT;7;4;Accelerate;MaxClimb;INT;;800;229;
707320;DEFAULT;7;5;Climb;MaxClimb;ZERO;3000;;;
707320;DEFAULT;7;6;Accelerate;MaxClimb;ZERO;;800;250;
707320;DEFAULT;7;7;Climb;MaxClimb;ZERO;5500;;;
707320;DEFAULT;7;8;Climb;MaxClimb;ZERO;7500;;;
707320;DEFAULT;7;9;Climb;MaxClimb;ZERO;10000;;;
707QN;DEFAULT;1;1;Takeoff;MaxTakeoff;14;;;;
707QN;DEFAULT;1;2;Climb;MaxTakeoff;14;1000;;;
707QN;DEFAULT;1;3;Accelerate;MaxTakeoff;14;;2047;175;
707QN;DEFAULT;1;4;Accelerate;MaxClimb;INT;;1000;195;
707QN;DEFAULT;1;5;Climb;MaxClimb;ZERO;3000;;;
707QN;DEFAULT;1;6;Accelerate;MaxClimb;ZERO;;1000;250;
707QN;DEFAULT;1;7;Climb;MaxClimb;ZERO;5500;;;
707QN;DEFAULT;1;8;Climb;MaxClimb;ZERO;7500;;;
707QN;DEFAULT;1;9;Climb;MaxClimb;ZERO;10000;;;
707QN;DEFAULT;2;1;Takeoff;MaxTakeoff;14;;;;
707QN;DEFAULT;2;2;Climb;MaxTakeoff;14;1000;;;
707QN;DEFAULT;2;3;Accelerate;MaxTakeoff;14;;1905;179;
707QN;DEFAULT;2;4;Accelerate;MaxClimb;INT;;1000;199;
707QN;DEFAULT;2;5;Climb;MaxClimb;ZERO;3000;;;
707QN;DEFAULT;2;6;Accelerate;MaxClimb;ZERO;;1000;250;
707QN;DEFAULT;2;7;Climb;MaxClimb;ZERO;5500;;;
707QN;DEFAULT;2;8;Climb;MaxClimb;ZERO;7500;;;
707QN;DEFAULT;2;9;Climb;MaxClimb;ZERO;10000;;;
707QN;DEFAULT;3;1;Takeoff;MaxTakeoff;14;;;;
707QN;DEFAULT;3;2;Climb;MaxTakeoff;14;1000;;;
707QN;DEFAULT;3;3;Accelerate;MaxTakeoff;14;;1793;183;
707QN;DEFAULT;3;4;Accelerate;MaxClimb;INT;;1000;203;
707QN;DEFAULT;3;5;Climb;MaxClimb;ZERO;3000;;;
707QN;DEFAULT;3;6;Accelerate;MaxClimb;ZERO;;1000;250;
707QN;DEFAULT;3;7;Climb;MaxClimb;ZERO;5500;;;
707QN;DEFAULT;3;8;Climb;MaxClimb;ZERO;7500;;;
707QN;DEFAULT;3;9;Climb;MaxClimb;ZERO;10000;;;
707QN;DEFAULT;4;1;Takeoff;MaxTakeoff;14;;;;
707QN;DEFAULT;4;2;Climb;MaxTakeoff;14;1000;;;
707QN;DEFAULT;4;3;Accelerate;MaxTakeoff;14;;1624;189;
707QN;DEFAULT;4;4;Accelerate;MaxClimb;INT;;1000;209;
707QN;DEFAULT;4;5;Climb;MaxClimb;ZERO;3000;;;
707QN;DEFAULT;4;6;Accelerate;MaxClimb;ZERO;;1000;250;
707QN;DEFAULT;4;7;Climb;MaxClimb;ZERO;5500;;;
707QN;DEFAULT;4;8;Climb;MaxClimb;ZERO;7500;;;
707QN;DEFAULT;4;9;Climb;MaxClimb;ZERO;10000;;;
707QN;DEFAULT;5;1;Takeoff;MaxTakeoff;14;;;;
707QN;DEFAULT;5;2;Climb;MaxTakeoff;14;1000;;;
707QN;DEFAULT;5;3;Accelerate;MaxTakeoff;14;;1430;197;
707QN;DEFAULT;5;4;Accelerate;MaxClimb;INT;;1000;217;
707QN;DEFAULT;5;5;Climb;MaxClimb;ZERO;3000;;;
707QN;DEFAULT;5;6;Accelerate;MaxClimb;ZERO;;1000;250;
707QN;DEFAULT;5;7;Climb;MaxClimb;ZERO;5500;;;
707QN;DEFAULT;5;8;Climb;MaxClimb;ZERO;7500;;;
707QN;DEFAULT;5;9;Climb;MaxClimb;ZERO;10000;;;
707QN;DEFAULT;6;1;Takeoff;MaxTakeoff;14;;;;
707QN;DEFAULT;6;2;Climb;MaxTakeoff;14;1000;;;
707QN;DEFAULT;6;3;Accelerate;MaxTakeoff;14;;1259;205;
707QN;DEFAULT;6;4;Accelerate;MaxClimb;INT;;800;225;
707QN;DEFAULT;6;5;Climb;MaxClimb;ZERO;3000;;;
707QN;DEFAULT;6;6;Accelerate;MaxClimb;ZERO;;800;250;
707QN;DEFAULT;6;7;Climb;MaxClimb;ZERO;5500;;;
707QN;DEFAULT;6;8;Climb;MaxClimb;ZERO;7500;;;
707QN;DEFAULT;6;9;Climb;MaxClimb;ZERO;10000;;;
707QN;DEFAULT;7;1;Takeoff;MaxTakeoff;14;;;;
707QN;DEFAULT;7;2;Climb;MaxTakeoff;14;1000;;;
707QN;DEFAULT;7;3;Accelerate;MaxTakeoff;14;;1151;209;
707QN;DEFAULT;7;4;Accelerate;MaxClimb;INT;;800;229;
707QN;DEFAULT;7;5;Climb;MaxClimb;ZERO;3000;;;
707QN;DEFAULT;7;6;Accelerate;MaxClimb;ZERO;;800;250;
707QN;DEFAULT;7;7;Climb;MaxClimb;ZERO;5500;;;
707QN;DEFAULT;7;8;Climb;MaxClimb;ZERO;7500;;;
707QN;DEFAULT;7;9;Climb;MaxClimb;ZERO;10000;;;
717200;DEFAULT;1;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;DEFAULT;1;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;DEFAULT;1;3;Climb;MaxClimb;T_13A;3000;;;
717200;DEFAULT;1;4;Accelerate;MaxClimb;T_00B;;1296.4;250;
717200;DEFAULT;1;5;Climb;MaxClimb;T_00B;5000;;;
717200;DEFAULT;1;6;Climb;MaxClimb;T_00B;7500;;;
717200;DEFAULT;1;7;Climb;MaxClimb;T_00B;10000;;;
717200;DEFAULT;2;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;DEFAULT;2;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;DEFAULT;2;3;Climb;MaxClimb;T_13A;3000;;;
717200;DEFAULT;2;4;Accelerate;MaxClimb;T_00B;;1298;250;
717200;DEFAULT;2;5;Climb;MaxClimb;T_00B;5000;;;
717200;DEFAULT;2;6;Climb;MaxClimb;T_00B;7500;;;
717200;DEFAULT;2;7;Climb;MaxClimb;T_00B;10000;;;
717200;DEFAULT;3;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;DEFAULT;3;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;DEFAULT;3;3;Climb;MaxClimb;T_13A;3000;;;
717200;DEFAULT;3;4;Accelerate;MaxClimb;T_00B;;1229.1;250;
717200;DEFAULT;3;5;Climb;MaxClimb;T_00B;5000;;;
717200;DEFAULT;3;6;Climb;MaxClimb;T_00B;7500;;;
717200;DEFAULT;3;7;Climb;MaxClimb;T_00B;10000;;;
717200;DEFAULT;4;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;DEFAULT;4;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;DEFAULT;4;3;Climb;MaxClimb;T_13A;3000;;;
717200;DEFAULT;4;4;Accelerate;MaxClimb;T_00B;;1165.9;250;
717200;DEFAULT;4;5;Climb;MaxClimb;T_00B;5000;;;
717200;DEFAULT;4;6;Climb;MaxClimb;T_00B;7500;;;
717200;DEFAULT;4;7;Climb;MaxClimb;T_00B;10000;;;
717200;DEFAULT;5;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;DEFAULT;5;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;DEFAULT;5;3;Climb;MaxClimb;T_13A;3000;;;
717200;DEFAULT;5;4;Accelerate;MaxClimb;T_00B;;1142.6;250;
717200;DEFAULT;5;5;Climb;MaxClimb;T_00B;5000;;;
717200;DEFAULT;5;6;Climb;MaxClimb;T_00B;7500;;;
717200;DEFAULT;5;7;Climb;MaxClimb;T_00B;10000;;;
717200;DEFAULT;6;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;DEFAULT;6;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;DEFAULT;6;3;Climb;MaxClimb;T_13A;3000;;;
717200;DEFAULT;6;4;Accelerate;MaxClimb;T_00B;;1098.3;250;
717200;DEFAULT;6;5;Climb;MaxClimb;T_00B;5000;;;
717200;DEFAULT;6;6;Climb;MaxClimb;T_00B;7500;;;
717200;DEFAULT;6;7;Climb;MaxClimb;T_00B;10000;;;
717200;ICAO_B;1;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;ICAO_B;1;2;Climb;MaxTakeoff;T_13A;1100;;;
717200;ICAO_B;1;3;Accelerate;MaxTakeoff;T_13A;;2137.1;186.2;
717200;ICAO_B;1;4;Climb;MaxClimb;T_00B;3000;;;
717200;ICAO_B;1;5;Accelerate;MaxClimb;T_00B;;1000;250;
717200;ICAO_B;1;6;Climb;MaxClimb;T_00B;5500;;;
717200;ICAO_B;1;7;Climb;MaxClimb;T_00B;7500;;;
717200;ICAO_B;1;8;Climb;MaxClimb;T_00B;10000;;;
717200;ICAO_B;2;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;ICAO_B;2;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;ICAO_B;2;3;Accelerate;MaxTakeoff;T_13A;;2003.2;185;
717200;ICAO_B;2;4;Climb;MaxClimb;T_00B;3000;;;
717200;ICAO_B;2;5;Accelerate;MaxClimb;T_00B;;1000;250;
717200;ICAO_B;2;6;Climb;MaxClimb;T_00B;5500;;;
717200;ICAO_B;2;7;Climb;MaxClimb;T_00B;7500;;;
717200;ICAO_B;2;8;Climb;MaxClimb;T_00B;10000;;;
717200;ICAO_B;3;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;ICAO_B;3;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;ICAO_B;3;3;Accelerate;MaxTakeoff;T_13A;;1874.4;183.8;
717200;ICAO_B;3;4;Climb;MaxClimb;T_00B;3000;;;
717200;ICAO_B;3;5;Accelerate;MaxClimb;T_00B;;1000;250;
717200;ICAO_B;3;6;Climb;MaxClimb;T_00B;5500;;;
717200;ICAO_B;3;7;Climb;MaxClimb;T_00B;7500;;;
717200;ICAO_B;3;8;Climb;MaxClimb;T_00B;10000;;;
717200;ICAO_B;4;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;ICAO_B;4;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;ICAO_B;4;3;Accelerate;MaxTakeoff;T_13A;;1756.2;182.7;
717200;ICAO_B;4;4;Climb;MaxClimb;T_00B;3000;;;
717200;ICAO_B;4;5;Accelerate;MaxClimb;T_00B;;1000;250;
717200;ICAO_B;4;6;Climb;MaxClimb;T_00B;5500;;;
717200;ICAO_B;4;7;Climb;MaxClimb;T_00B;7500;;;
717200;ICAO_B;4;8;Climb;MaxClimb;T_00B;10000;;;
717200;ICAO_B;5;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;ICAO_B;5;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;ICAO_B;5;3;Accelerate;MaxTakeoff;T_13A;;1705.9;192.7;
717200;ICAO_B;5;4;Climb;MaxClimb;T_00B;3000;;;
717200;ICAO_B;5;5;Accelerate;MaxClimb;T_00B;;1000;250;
717200;ICAO_B;5;6;Climb;MaxClimb;T_00B;5500;;;
717200;ICAO_B;5;7;Climb;MaxClimb;T_00B;7500;;;
717200;ICAO_B;5;8;Climb;MaxClimb;T_00B;10000;;;
717200;ICAO_B;6;1;Takeoff;MaxTakeoff;T_13A;;;;
717200;ICAO_B;6;2;Climb;MaxTakeoff;T_13A;1000;;;
717200;ICAO_B;6;3;Accelerate;MaxTakeoff;T_13A;;1540.3;191.2;
717200;ICAO_B;6;4;Climb;MaxClimb;T_00B;3000;;;
717200;ICAO_B;6;5;Accelerate;MaxClimb;T_00B;;1000;250;
717200;ICAO_B;6;6;Climb;MaxClimb;T_00B;5500;;;
717200;ICAO_B;6;7;Climb;MaxClimb;T_00B;7500;;;
717200;ICAO_B;6;8;Climb;MaxClimb;T_00B;10000;;;
720B;DEFAULT;1;1;Takeoff;MaxTakeoff;20;;;;
720B;DEFAULT;1;2;Climb;MaxTakeoff;20;1000;;;
720B;DEFAULT;1;3;Accelerate;MaxTakeoff;20;;2632;175;
720B;DEFAULT;1;4;Accelerate;MaxClimb;INT;;1000;195;
720B;DEFAULT;1;5;Climb;MaxClimb;ZERO;3000;;;
720B;DEFAULT;1;6;Accelerate;MaxClimb;ZERO;;1000;250;
720B;DEFAULT;1;7;Climb;MaxClimb;ZERO;5500;;;
720B;DEFAULT;1;8;Climb;MaxClimb;ZERO;7500;;;
720B;DEFAULT;1;9;Climb;MaxClimb;ZERO;10000;;;
720B;DEFAULT;2;1;Takeoff;MaxTakeoff;20;;;;
720B;DEFAULT;2;2;Climb;MaxTakeoff;20;1000;;;
720B;DEFAULT;2;3;Accelerate;MaxTakeoff;20;;2470;179;
720B;DEFAULT;2;4;Accelerate;MaxClimb;INT;;1000;199;
720B;DEFAULT;2;5;Climb;MaxClimb;ZERO;3000;;;
720B;DEFAULT;2;6;Accelerate;MaxClimb;ZERO;;1000;250;
720B;DEFAULT;2;7;Climb;MaxClimb;ZERO;5500;;;
720B;DEFAULT;2;8;Climb;MaxClimb;ZERO;7500;;;
720B;DEFAULT;2;9;Climb;MaxClimb;ZERO;10000;;;
720B;DEFAULT;3;1;Takeoff;MaxTakeoff;20;;;;
720B;DEFAULT;3;2;Climb;MaxTakeoff;20;1000;;;
720B;DEFAULT;3;3;Accelerate;MaxTakeoff;20;;2323;183;
720B;DEFAULT;3;4;Accelerate;MaxClimb;INT;;1000;203;
720B;DEFAULT;3;5;Climb;MaxClimb;ZERO;3000;;;
720B;DEFAULT;3;6;Accelerate;MaxClimb;ZERO;;1000;250;
720B;DEFAULT;3;7;Climb;MaxClimb;ZERO;5500;;;
720B;DEFAULT;3;8;Climb;MaxClimb;ZERO;7500;;;
720B;DEFAULT;3;9;Climb;MaxClimb;ZERO;10000;;;
720B;DEFAULT;4;1;Takeoff;MaxTakeoff;20;;;;
720B;DEFAULT;4;2;Climb;MaxTakeoff;20;1000;;;
720B;DEFAULT;4;3;Accelerate;MaxTakeoff;20;;2125;189;
720B;DEFAULT;4;4;Accelerate;MaxClimb;INT;;1000;209;
720B;DEFAULT;4;5;Climb;MaxClimb;ZERO;3000;;;
720B;DEFAULT;4;6;Accelerate;MaxClimb;ZERO;;1000;250;
720B;DEFAULT;4;7;Climb;MaxClimb;ZERO;5500;;;
720B;DEFAULT;4;8;Climb;MaxClimb;ZERO;7500;;;
720B;DEFAULT;4;9;Climb;MaxClimb;ZERO;10000;;;
720B;DEFAULT;5;1;Takeoff;MaxTakeoff;20;;;;
720B;DEFAULT;5;2;Climb;MaxTakeoff;20;1000;;;
720B;DEFAULT;5;3;Accelerate;MaxTakeoff;20;;2005;193;
720B;DEFAULT;5;4;Accelerate;MaxClimb;INT;;1000;213;
720B;DEFAULT;5;5;Climb;MaxClimb;ZERO;3000;;;
720B;DEFAULT;5;6;Accelerate;MaxClimb;ZERO;;1000;250;
720B;DEFAULT;5;7;Climb;MaxClimb;ZERO;5500;;;
720B;DEFAULT;5;8;Climb;MaxClimb;ZERO;7500;;;
720B;DEFAULT;5;9;Climb;MaxClimb;ZERO;10000;;;
727100;DEFAULT;1;1;Takeoff;MaxTakeoff;5;;;;
727100;DEFAULT;1;2;Climb;MaxTakeoff;5;1000;;;
727100;DEFAULT;1;3;Accelerate;MaxTakeoff;5;;1342;160;
727100;DEFAULT;1;4;Accelerate;MaxTakeoff;2;;1342;190;
727100;DEFAULT;1;5;Accelerate;MaxClimb;ZERO;;1000;200;
727100;DEFAULT;1;6;Climb;MaxClimb;ZERO;3000;;;
727100;DEFAULT;1;7;Accelerate;MaxClimb;ZERO;;1000;250;
727100;DEFAULT;1;8;Climb;MaxClimb;ZERO;5500;;;
727100;DEFAULT;1;9;Climb;MaxClimb;ZERO;7500;;;
727100;DEFAULT;1;10;Climb;MaxClimb;ZERO;10000;;;
727100;DEFAULT;2;1;Takeoff;MaxTakeoff;5;;;;
727100;DEFAULT;2;2;Climb;MaxTakeoff;5;1000;;;
727100;DEFAULT;2;3;Accelerate;MaxTakeoff;5;;1265;160;
727100;DEFAULT;2;4;Accelerate;MaxTakeoff;2;;1265;190;
727100;DEFAULT;2;5;Accelerate;MaxClimb;ZERO;;1000;200;
727100;DEFAULT;2;6;Climb;MaxClimb;ZERO;3000;;;
727100;DEFAULT;2;7;Accelerate;MaxClimb;ZERO;;1000;250;
727100;DEFAULT;2;8;Climb;MaxClimb;ZERO;5500;;;
727100;DEFAULT;2;9;Climb;MaxClimb;ZERO;7500;;;
727100;DEFAULT;2;10;Climb;MaxClimb;ZERO;10000;;;
727100;DEFAULT;3;1;Takeoff;MaxTakeoff;5;;;;
727100;DEFAULT;3;2;Climb;MaxTakeoff;5;1000;;;
727100;DEFAULT;3;3;Accelerate;MaxTakeoff;5;;1192;165;
727100;DEFAULT;3;4;Accelerate;MaxTakeoff;2;;1192;195;
727100;DEFAULT;3;5;Accelerate;MaxClimb;ZERO;;1000;205;
727100;DEFAULT;3;6;Climb;MaxClimb;ZERO;3000;;;
727100;DEFAULT;3;7;Accelerate;MaxClimb;ZERO;;1000;250;
727100;DEFAULT;3;8;Climb;MaxClimb;ZERO;5500;;;
727100;DEFAULT;3;9;Climb;MaxClimb;ZERO;7500;;;
727100;DEFAULT;3;10;Climb;MaxClimb;ZERO;10000;;;
727100;DEFAULT;4;1;Takeoff;MaxTakeoff;5;;;;
727100;DEFAULT;4;2;Climb;MaxTakeoff;5;1000;;;
727100;DEFAULT;4;3;Accelerate;MaxTakeoff;5;;1115;170;
727100;DEFAULT;4;4;Accelerate;MaxTakeoff;2;;1115;200;
727100;DEFAULT;4;5;Accelerate;MaxClimb;ZERO;;1000;210;
727100;DEFAULT;4;6;Climb;MaxClimb;ZERO;3000;;;
727100;DEFAULT;4;7;Accelerate;MaxClimb;ZERO;;1000;250;
727100;DEFAULT;4;8;Climb;MaxClimb;ZERO;5500;;;
727100;DEFAULT;4;9;Climb;MaxClimb;ZERO;7500;;;
727100;DEFAULT;4;10;Climb;MaxClimb;ZERO;10000;;;
727D15;DEFAULT;1;1;Takeoff;MaxTakeoff;5;;;;
727D15;DEFAULT;1;2;Climb;MaxTakeoff;5;1000;;;
727D15;DEFAULT;1;3;Accelerate;MaxTakeoff;5;;1363;170;
727D15;DEFAULT;1;4;Accelerate;MaxTakeoff;2;;1363;200;
727D15;DEFAULT;1;5;Accelerate;MaxClimb;ZERO;;1000;210;
727D15;DEFAULT;1;6;Climb;MaxClimb;ZERO;3000;;;
727D15;DEFAULT;1;7;Accelerate;MaxClimb;ZERO;;1000;250;
727D15;DEFAULT;1;8;Climb;MaxClimb;ZERO;5500;;;
727D15;DEFAULT;1;9;Climb;MaxClimb;ZERO;7500;;;
727D15;DEFAULT;1;10;Climb;MaxClimb;ZERO;10000;;;
727D15;DEFAULT;2;1;Takeoff;MaxTakeoff;5;;;;
727D15;DEFAULT;2;2;Climb;MaxTakeoff;5;1000;;;
727D15;DEFAULT;2;3;Accelerate;MaxTakeoff;5;;1281;170;
727D15;DEFAULT;2;4;Accelerate;MaxTakeoff;2;;1281;200;
727D15;DEFAULT;2;5;Accelerate;MaxClimb;ZERO;;1000;210;
727D15;DEFAULT;2;6;Climb;MaxClimb;ZERO;3000;;;
727D15;DEFAULT;2;7;Accelerate;MaxClimb;ZERO;;1000;250;
727D15;DEFAULT;2;8;Climb;MaxClimb;ZERO;5500;;;
727D15;DEFAULT;2;9;Climb;MaxClimb;ZERO;7500;;;
727D15;DEFAULT;2;10;Climb;MaxClimb;ZERO;10000;;;
727D15;DEFAULT;3;1;Takeoff;MaxTakeoff;5;;;;
727D15;DEFAULT;3;2;Climb;MaxTakeoff;5;1000;;;
727D15;DEFAULT;3;3;Accelerate;MaxTakeoff;5;;1177;175;
727D15;DEFAULT;3;4;Accelerate;MaxTakeoff;2;;1177;205;
727D15;DEFAULT;3;5;Accelerate;MaxClimb;ZERO;;1000;215;
727D15;DEFAULT;3;6;Climb;MaxClimb;ZERO;3000;;;
727D15;DEFAULT;3;7;Accelerate;MaxClimb;ZERO;;1000;250;
727D15;DEFAULT;3;8;Climb;MaxClimb;ZERO;5500;;;
727D15;DEFAULT;3;9;Climb;MaxClimb;ZERO;7500;;;
727D15;DEFAULT;3;10;Climb;MaxClimb;ZERO;10000;;;
727D15;DEFAULT;4;1;Takeoff;MaxTakeoff;5;;;;
727D15;DEFAULT;4;2;Climb;MaxTakeoff;5;1000;;;
727D15;DEFAULT;4;3;Accelerate;MaxTakeoff;5;;1057;180;
727D15;DEFAULT;4;4;Accelerate;MaxTakeoff;2;;1057;210;
727D15;DEFAULT;4;5;Accelerate;MaxClimb;ZERO;;1000;220;
727D15;DEFAULT;4;6;Climb;MaxClimb;ZERO;3000;;;
727D15;DEFAULT;4;7;Accelerate;MaxClimb;ZERO;;1000;250;
727D15;DEFAULT;4;8;Climb;MaxClimb;ZERO;5500;;;
727D15;DEFAULT;4;9;Climb;MaxClimb;ZERO;7500;;;
727D15;DEFAULT;4;10;Climb;MaxClimb;ZERO;10000;;;
727D15;DEFAULT;5;1;Takeoff;MaxTakeoff;5;;;;
727D15;DEFAULT;5;2;Climb;MaxTakeoff;5;1000;;;
727D15;DEFAULT;5;3;Accelerate;MaxTakeoff;2;;941;210;
727D15;DEFAULT;5;4;Accelerate;MaxClimb;ZERO;;1000;220;
727D15;DEFAULT;5;5;Climb;MaxClimb;ZERO;3000;;;
727D15;DEFAULT;5;6;Accelerate;MaxClimb;ZERO;;1000;250;
727D15;DEFAULT;5;7;Climb;MaxClimb;ZERO;5500;;;
727D15;DEFAULT;5;8;Climb;MaxClimb;ZERO;7500;;;
727D15;DEFAULT;5;9;Climb;MaxClimb;ZERO;10000;;;
727D17;DEFAULT;1;1;Takeoff;MaxTakeoff;5;;;;
727D17;DEFAULT;1;2;Climb;MaxTakeoff;5;1000;;;
727D17;DEFAULT;1;3;Accelerate;MaxTakeoff;5;;1465;170;
727D17;DEFAULT;1;4;Accelerate;MaxTakeoff;2;;1465;200;
727D17;DEFAULT;1;5;Accelerate;MaxClimb;ZERO;;1000;210;
