ACFT_ID;Profile_ID;Stage Length;Step Number;Step Type;Thrust Rating;Flap_ID;End Point Altitude (ft);Rate Of Climb (ft/min);End Point CAS (kt);Accel Percentage (%)
747400;ICAO_B;8;10;Climb;MaxClimb;T_00H;10000;;;
747400;ICAO_B;9;1;Takeoff;MaxTakeoff;10;;;;
747400;ICAO_B;9;2;Climb;MaxTakeoff;T_10H;1000;;;
747400;ICAO_B;9;3;Accelerate;MaxTakeoff;10;;1070.9;223.3;
747400;ICAO_B;9;4;Climb;MaxTakeoff;10;1611;;;
747400;ICAO_B;9;5;Accelerate;MaxClimb;T_05;;893.7;259.5;
747400;ICAO_B;9;6;Climb;MaxClimb;T_01;2782;;;
747400;ICAO_B;9;7;Accelerate;MaxClimb;T_01;;1119.3;282.7;
747400;ICAO_B;9;8;Climb;MaxClimb;T_00H;5500;;;
747400;ICAO_B;9;9;Climb;MaxClimb;T_00H;7500;;;
747400;ICAO_B;9;10;Climb;MaxClimb;T_00H;10000;;;
7478;DEFAULT;1;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;1;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;1;3;Accelerate;MaxClimb;F_10;;;215;55
7478;DEFAULT;1;4;Accelerate;MaxClimb;F_5;;;250;55
7478;DEFAULT;1;5;Accelerate;MaxClimb;F_1;;;260;55
7478;DEFAULT;1;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;1;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;1;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;2;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;2;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;2;3;Accelerate;MaxClimb;F_10;;;215;55
7478;DEFAULT;2;4;Accelerate;MaxClimb;F_5;;;250;55
7478;DEFAULT;2;5;Accelerate;MaxClimb;F_1;;;260;55
7478;DEFAULT;2;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;2;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;2;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;3;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;3;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;3;3;Accelerate;MaxClimb;F_10;;;215;55
7478;DEFAULT;3;4;Accelerate;MaxClimb;F_5;;;250;55
7478;DEFAULT;3;5;Accelerate;MaxClimb;F_1;;;260;55
7478;DEFAULT;3;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;3;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;3;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;4;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;4;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;4;3;Accelerate;MaxClimb;F_10;;;220;55
7478;DEFAULT;4;4;Accelerate;MaxClimb;F_5;;;250;55
7478;DEFAULT;4;5;Accelerate;MaxClimb;F_1;;;268;55
7478;DEFAULT;4;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;4;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;4;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;5;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;5;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;5;3;Accelerate;MaxClimb;F_10;;;220;55
7478;DEFAULT;5;4;Accelerate;MaxClimb;F_5;;;250;55
7478;DEFAULT;5;5;Accelerate;MaxClimb;F_1;;;270;55
7478;DEFAULT;5;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;5;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;5;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;6;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;6;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;6;3;Accelerate;MaxClimb;F_10;;;227;55
7478;DEFAULT;6;4;Accelerate;MaxClimb;F_5;;;258;55
7478;DEFAULT;6;5;Accelerate;MaxClimb;F_1;;;270;55
7478;DEFAULT;6;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;6;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;6;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;7;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;7;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;7;3;Accelerate;MaxClimb;F_10;;;230;55
7478;DEFAULT;7;4;Accelerate;MaxClimb;F_5;;;260;55
7478;DEFAULT;7;5;Accelerate;MaxClimb;F_1;;;275;55
7478;DEFAULT;7;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;7;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;7;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;8;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;8;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;8;3;Accelerate;MaxClimb;F_10;;;235;55
7478;DEFAULT;8;4;Accelerate;MaxClimb;F_5;;;265;55
7478;DEFAULT;8;5;Accelerate;MaxClimb;F_1;;;280;55
7478;DEFAULT;8;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;8;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;8;8;Climb;MaxClimb;F_0;10000;;;
7478;DEFAULT;9;1;Takeoff;MaxTakeoff;F_10;;;;
7478;DEFAULT;9;2;Climb;MaxTakeoff;F_10;1000;;;
7478;DEFAULT;9;3;Accelerate;MaxClimb;F_10;;;235;55
7478;DEFAULT;9;4;Accelerate;MaxClimb;F_5;;;265;55
7478;DEFAULT;9;5;Accelerate;MaxClimb;F_1;;;280;55
7478;DEFAULT;9;6;Climb;MaxClimb;F_0;3000;;;
7478;DEFAULT;9;7;Accelerate;MaxClimb;F_0;;;295;50
7478;DEFAULT;9;8;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;1;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;1;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;1;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;1;4;Accelerate;MaxClimb;F_10;;;220;55
7478;ICAO_A;1;5;Accelerate;MaxClimb;F_5;;;250;55
7478;ICAO_A;1;6;Climb;MaxClimb;F_1;4700;;;
7478;ICAO_A;1;7;Accelerate;MaxClimb;F_0;;;276;50
7478;ICAO_A;1;8;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;2;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;2;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;2;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;2;4;Accelerate;MaxClimb;F_10;;;220;55
7478;ICAO_A;2;5;Accelerate;MaxClimb;F_1;;;254;55
7478;ICAO_A;2;6;Climb;MaxClimb;F_1;4800;;;
7478;ICAO_A;2;7;Accelerate;MaxClimb;F_0;;;275;50
7478;ICAO_A;2;8;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;3;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;3;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;3;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;3;4;Accelerate;MaxClimb;F_5;;;220;55
7478;ICAO_A;3;5;Accelerate;MaxClimb;F_1;;;255;55
7478;ICAO_A;3;6;Climb;MaxClimb;F_1;4500;;;
7478;ICAO_A;3;7;Accelerate;MaxClimb;F_0;;;275;50
7478;ICAO_A;3;8;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;4;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;4;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;4;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;4;4;Accelerate;MaxClimb;F_10;;;220;55
7478;ICAO_A;4;5;Accelerate;MaxClimb;F_5;;;255;55
7478;ICAO_A;4;6;Accelerate;MaxClimb;F_1;;;275;55
7478;ICAO_A;4;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;5;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;5;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;5;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;5;4;Accelerate;MaxClimb;F_5;;;220;55
7478;ICAO_A;5;5;Accelerate;MaxClimb;F_1;;;255;55
7478;ICAO_A;5;6;Accelerate;MaxClimb;F_0;;;275;50
7478;ICAO_A;5;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;6;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;6;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;6;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;6;4;Accelerate;MaxClimb;F_5;;;225;55
7478;ICAO_A;6;5;Accelerate;MaxClimb;F_1;;;255;55
7478;ICAO_A;6;6;Accelerate;MaxClimb;F_0;;;278;50
7478;ICAO_A;6;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;7;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;7;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;7;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;7;4;Accelerate;MaxClimb;F_5;;;225;55
7478;ICAO_A;7;5;Accelerate;MaxClimb;F_1;;;255;55
7478;ICAO_A;7;6;Accelerate;MaxClimb;F_0;;;278;50
7478;ICAO_A;7;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;8;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;8;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;8;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;8;4;Accelerate;MaxClimb;F_5;;;230;55
7478;ICAO_A;8;5;Accelerate;MaxClimb;F_1;;;265;55
7478;ICAO_A;8;6;Accelerate;MaxClimb;F_0;;;280;50
7478;ICAO_A;8;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_A;9;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_A;9;2;Climb;MaxTakeoff;F_10;1500;;;
7478;ICAO_A;9;3;Climb;MaxClimb;F_10;3000;;;
7478;ICAO_A;9;4;Accelerate;MaxClimb;F_5;;;230;55
7478;ICAO_A;9;5;Accelerate;MaxClimb;F_1;;;265;55
7478;ICAO_A;9;6;Accelerate;MaxClimb;F_0;;;280;50
7478;ICAO_A;9;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;1;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;1;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;1;3;Accelerate;MaxTakeoff;F_10;;;210;55
7478;ICAO_B;1;4;Accelerate;MaxTakeoff;F_5;;;250;55
7478;ICAO_B;1;5;Climb;MaxTakeoff;F_1;3480;;;
7478;ICAO_B;1;6;Accelerate;MaxClimb;F_0;;;280;50
7478;ICAO_B;1;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;2;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;2;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;2;3;Accelerate;MaxTakeoff;F_10;;;223;55
7478;ICAO_B;2;4;Accelerate;MaxTakeoff;F_5;;;250;55
7478;ICAO_B;2;5;Climb;MaxTakeoff;F_1;3350;;;
7478;ICAO_B;2;6;Accelerate;MaxClimb;F_0;;;280;50
7478;ICAO_B;2;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;3;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;3;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;3;3;Accelerate;MaxTakeoff;F_10;;;223;55
7478;ICAO_B;3;4;Accelerate;MaxTakeoff;F_5;;;263;55
7478;ICAO_B;3;5;Climb;MaxTakeoff;F_1;3350;;;
7478;ICAO_B;3;6;Accelerate;MaxClimb;F_0;;;300;50
7478;ICAO_B;3;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;4;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;4;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;4;3;Accelerate;MaxTakeoff;F_10;;;210;55
7478;ICAO_B;4;4;Accelerate;MaxTakeoff;F_5;;;260;55
7478;ICAO_B;4;5;Climb;MaxTakeoff;F_1;3480;;;
7478;ICAO_B;4;6;Accelerate;MaxClimb;F_0;;;270;50
7478;ICAO_B;4;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;5;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;5;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;5;3;Accelerate;MaxTakeoff;F_10;;;228;55
7478;ICAO_B;5;4;Accelerate;MaxTakeoff;F_5;;;262;55
7478;ICAO_B;5;5;Climb;MaxTakeoff;F_1;2760;;;
7478;ICAO_B;5;6;Accelerate;MaxClimb;F_0;;;270;50
7478;ICAO_B;5;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;6;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;6;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;6;3;Accelerate;MaxTakeoff;F_10;;;231;55
7478;ICAO_B;6;4;Accelerate;MaxTakeoff;F_5;;;264;55
7478;ICAO_B;6;5;Climb;MaxTakeoff;F_1;2610;;;
7478;ICAO_B;6;6;Accelerate;MaxClimb;F_0;;;300;50
7478;ICAO_B;6;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;7;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;7;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;7;3;Accelerate;MaxTakeoff;F_10;;;231;55
7478;ICAO_B;7;4;Accelerate;MaxTakeoff;F_5;;;270;55
7478;ICAO_B;7;5;Climb;MaxTakeoff;F_1;2610;;;
7478;ICAO_B;7;6;Accelerate;MaxClimb;F_0;;;300;50
7478;ICAO_B;7;7;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;8;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;8;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;8;3;Accelerate;MaxTakeoff;F_10;;;235;55
7478;ICAO_B;8;4;Accelerate;MaxTakeoff;F_5;;;265;55
7478;ICAO_B;8;5;Accelerate;MaxTakeoff;F_1;;;275;55
7478;ICAO_B;8;6;Climb;MaxClimb;F_0;10000;;;
7478;ICAO_B;9;1;Takeoff;MaxTakeoff;F_10;;;;
7478;ICAO_B;9;2;Climb;MaxTakeoff;F_10;1000;;;
7478;ICAO_B;9;3;Accelerate;MaxTakeoff;F_10;;;240;55
7478;ICAO_B;9;4;Accelerate;MaxTakeoff;F_5;;;270;55
7478;ICAO_B;9;5;Accelerate;MaxTakeoff;F_1;;;280;55
7478;ICAO_B;9;6;Climb;MaxClimb;F_0;10000;;;
747SP;DEFAULT;1;1;Takeoff;MaxTakeoff;10;;;;
747SP;DEFAULT;1;2;Climb;MaxTakeoff;10;1000;;;
747SP;DEFAULT;1;3;Accelerate;MaxTakeoff;10;;2469;163;
747SP;DEFAULT;1;4;Accelerate;MaxClimb;5;;1000;203;
747SP;DEFAULT;1;5;Climb;MaxClimb;ZERO;3000;;;
747SP;DEFAULT;1;6;Accelerate;MaxClimb;ZERO;;1000;250;
747SP;DEFAULT;1;7;Climb;MaxClimb;ZERO;5500;;;
747SP;DEFAULT;1;8;Climb;MaxClimb;ZERO;7500;;;
747SP;DEFAULT;1;9;Climb;MaxClimb;ZERO;10000;;;
747SP;DEFAULT;2;1;Takeoff;MaxTakeoff;10;;;;
747SP;DEFAULT;2;2;Climb;MaxTakeoff;10;1000;;;
747SP;DEFAULT;2;3;Accelerate;MaxTakeoff;10;;2326;167;
747SP;DEFAULT;2;4;Accelerate;MaxClimb;5;;1000;207;
747SP;DEFAULT;2;5;Climb;MaxClimb;ZERO;3000;;;
747SP;DEFAULT;2;6;Accelerate;MaxClimb;ZERO;;1000;250;
747SP;DEFAULT;2;7;Climb;MaxClimb;ZERO;5500;;;
747SP;DEFAULT;2;8;Climb;MaxClimb;ZERO;7500;;;
747SP;DEFAULT;2;9;Climb;MaxClimb;ZERO;10000;;;
747SP;DEFAULT;3;1;Takeoff;MaxTakeoff;10;;;;
747SP;DEFAULT;3;2;Climb;MaxTakeoff;10;1000;;;
747SP;DEFAULT;3;3;Accelerate;MaxTakeoff;10;;2201;170;
747SP;DEFAULT;3;4;Accelerate;MaxClimb;5;;1000;210;
747SP;DEFAULT;3;5;Climb;MaxClimb;ZERO;3000;;;
747SP;DEFAULT;3;6;Accelerate;MaxClimb;ZERO;;1000;250;
747SP;DEFAULT;3;7;Climb;MaxClimb;ZERO;5500;;;
747SP;DEFAULT;3;8;Climb;MaxClimb;ZERO;7500;;;
747SP;DEFAULT;3;9;Climb;MaxClimb;ZERO;10000;;;
747SP;DEFAULT;4;1;Takeoff;MaxTakeoff;10;;;;
747SP;DEFAULT;4;2;Climb;MaxTakeoff;10;1000;;;
747SP;DEFAULT;4;3;Accelerate;MaxTakeoff;10;;2027;175;
747SP;DEFAULT;4;4;Accelerate;MaxClimb;5;;1000;215;
747SP;DEFAULT;4;5;Climb;MaxClimb;ZERO;3000;;;
747SP;DEFAULT;4;6;Accelerate;MaxClimb;ZERO;;1000;250;
747SP;DEFAULT;4;7;Climb;MaxClimb;ZERO;5500;;;
747SP;DEFAULT;4;8;Climb;MaxClimb;ZERO;7500;;;
747SP;DEFAULT;4;9;Climb;MaxClimb;ZERO;10000;;;
747SP;DEFAULT;5;1;Takeoff;MaxTakeoff;10;;;;
747SP;DEFAULT;5;2;Climb;MaxTakeoff;10;1000;;;
747SP;DEFAULT;5;3;Accelerate;MaxTakeoff;10;;1821;182;
747SP;DEFAULT;5;4;Accelerate;MaxClimb;5;;1000;222;
747SP;DEFAULT;5;5;Climb;MaxClimb;ZERO;3000;;;
747SP;DEFAULT;5;6;Accelerate;MaxClimb;ZERO;;1000;250;
747SP;DEFAULT;5;7;Climb;MaxClimb;ZERO;5500;;;
747SP;DEFAULT;5;8;Climb;MaxClimb;ZERO;7500;;;
747SP;DEFAULT;5;9;Climb;MaxClimb;ZERO;10000;;;
747SP;DEFAULT;6;1;Takeoff;MaxTakeoff;10;;;;
747SP;DEFAULT;6;2;Climb;MaxTakeoff;10;1000;;;
747SP;DEFAULT;6;3;Accelerate;MaxTakeoff;10;;1643;188;
747SP;DEFAULT;6;4;Accelerate;MaxClimb;5;;1000;228;
747SP;DEFAULT;6;5;Climb;MaxClimb;ZERO;3000;;;
747SP;DEFAULT;6;6;Accelerate;MaxClimb;ZERO;;1000;250;
747SP;DEFAULT;6;7;Climb;MaxClimb;ZERO;5500;;;
747SP;DEFAULT;6;8;Climb;MaxClimb;ZERO;7500;;;
747SP;DEFAULT;6;9;Climb;MaxClimb;ZERO;10000;;;
747SP;DEFAULT;7;1;Takeoff;MaxTakeoff;10;;;;
747SP;DEFAULT;7;2;Climb;MaxTakeoff;10;1000;;;
747SP;DEFAULT;7;3;Accelerate;MaxTakeoff;10;;1403;196;
747SP;DEFAULT;7;4;Accelerate;MaxClimb;5;;1000;236;
747SP;DEFAULT;7;5;Accelerate;MaxClimb;ZERO;;1000;250;
747SP;DEFAULT;7;6;Climb;MaxClimb;ZERO;5500;;;
747SP;DEFAULT;7;7;Climb;MaxClimb;ZERO;7500;;;
747SP;DEFAULT;7;8;Climb;MaxClimb;ZERO;10000;;;
757300;DEFAULT;1;1;Takeoff;MaxTakeoff;T_05;;;;
757300;DEFAULT;1;2;Climb;MaxTakeoff;T_05;1097;;;
757300;DEFAULT;1;3;Accelerate;MaxTakeoff;T_05;;2252.1;211.8;
757300;DEFAULT;1;4;Accelerate;MaxTakeoff;T_01;;2480;215.4;
757300;DEFAULT;1;5;Climb;MaxTakeoff;T_00;2569;;;
757300;DEFAULT;1;6;Climb;MaxClimb;T_00;3000;;;
757300;DEFAULT;1;7;Accelerate;MaxClimb;T_00;;1701.7;250;
757300;DEFAULT;1;8;Climb;MaxClimb;T_00;5500;;;
757300;DEFAULT;1;9;Climb;MaxClimb;T_00;7500;;;
757300;DEFAULT;1;10;Climb;MaxClimb;T_00;10000;;;
757300;DEFAULT;2;1;Takeoff;MaxTakeoff;T_05;;;;
757300;DEFAULT;2;2;Climb;MaxTakeoff;T_05;1041;;;
757300;DEFAULT;2;3;Accelerate;MaxTakeoff;T_05;;2154.9;213;
757300;DEFAULT;2;4;Accelerate;MaxTakeoff;T_01;;2352;218.6;
757300;DEFAULT;2;5;Climb;MaxTakeoff;T_00;2412;;;
757300;DEFAULT;2;6;Climb;MaxClimb;T_00;3000;;;
757300;DEFAULT;2;7;Accelerate;MaxClimb;T_00;;1607.8;250;
757300;DEFAULT;2;8;Climb;MaxClimb;T_00;5500;;;
757300;DEFAULT;2;9;Climb;MaxClimb;T_00;7500;;;
757300;DEFAULT;2;10;Climb;MaxClimb;T_00;10000;;;
757300;DEFAULT;3;1;Takeoff;MaxTakeoff;T_05;;;;
757300;DEFAULT;3;2;Climb;MaxTakeoff;T_05;1000;;;
757300;DEFAULT;3;3;Accelerate;MaxTakeoff;T_05;;2062;214.5;
757300;DEFAULT;3;4;Accelerate;MaxTakeoff;T_01;;2223.5;221.8;
757300;DEFAULT;3;5;Climb;MaxTakeoff;T_00;2275;;;
757300;DEFAULT;3;6;Climb;MaxClimb;T_00;3000;;;
757300;DEFAULT;3;7;Accelerate;MaxClimb;T_00;;1521.8;250;
757300;DEFAULT;3;8;Climb;MaxClimb;T_00;5500;;;
757300;DEFAULT;3;9;Climb;MaxClimb;T_00;7500;;;
757300;DEFAULT;3;10;Climb;MaxClimb;T_00;10000;;;
757300;DEFAULT;4;1;Takeoff;MaxTakeoff;T_05;;;;
757300;DEFAULT;4;2;Climb;MaxTakeoff;T_05;1000;;;
757300;DEFAULT;4;3;Accelerate;MaxTakeoff;T_05;;1901.4;217.4;
757300;DEFAULT;4;4;Accelerate;MaxTakeoff;T_01;;2061.8;228;
757300;DEFAULT;4;5;Climb;MaxTakeoff;T_00;2099;;;
757300;DEFAULT;4;6;Climb;MaxClimb;T_00;3000;;;
757300;DEFAULT;4;7;Accelerate;MaxClimb;T_00;;1374.1;250;
757300;DEFAULT;4;8;Climb;MaxClimb;T_00;5500;;;
757300;DEFAULT;4;9;Climb;MaxClimb;T_00;7500;;;
757300;DEFAULT;4;10;Climb;MaxClimb;T_00;10000;;;
757300;DEFAULT;5;1;Takeoff;MaxTakeoff;T_05;;;;
757300;DEFAULT;5;2;Climb;MaxTakeoff;T_05;1000;;;
757300;DEFAULT;5;3;Accelerate;MaxTakeoff;T_05;;1729.2;221.7;
757300;DEFAULT;5;4;Accelerate;MaxTakeoff;T_01;;1881.8;236.7;
757300;DEFAULT;5;5;Climb;MaxTakeoff;T_00;1891;;;
757300;DEFAULT;5;6;Climb;MaxClimb;T_00;3000;;;
757300;DEFAULT;5;7;Accelerate;MaxClimb;T_00;;1227.3;250;
757300;DEFAULT;5;8;Climb;MaxClimb;T_00;5500;;;
757300;DEFAULT;5;9;Climb;MaxClimb;T_00;7500;;;
757300;DEFAULT;5;10;Climb;MaxClimb;T_00;10000;;;
757300;DEFAULT;6;1;Takeoff;MaxTakeoff;T_05;;;;
757300;DEFAULT;6;2;Climb;MaxTakeoff;T_05;1000;;;
757300;DEFAULT;6;3;Accelerate;MaxTakeoff;T_05;;1655;224;
757300;DEFAULT;6;4;Accelerate;MaxTakeoff;T_01;;1836.4;240.1;
757300;DEFAULT;6;5;Climb;MaxTakeoff;T_00;1829;;;
757300;DEFAULT;6;6;Climb;MaxClimb;T_00;3000;;;
757300;DEFAULT;6;7;Accelerate;MaxClimb;T_00;;1159.2;250;
757300;DEFAULT;6;8;Climb;MaxClimb;T_00;5500;;;
757300;DEFAULT;6;9;Climb;MaxClimb;T_00;7500;;;
757300;DEFAULT;6;10;Climb;MaxClimb;T_00;10000;;;
757300;ICAO_A;1;1;Takeoff;MaxTakeoff;T_05;;;;
757300;ICAO_A;1;2;Climb;MaxTakeoff;T_05;1500;;;
757300;ICAO_A;1;3;Climb;MaxClimb;T_05;3000;;;
757300;ICAO_A;1;4;Accelerate;MaxClimb;T_05;;1388.6;198;
757300;ICAO_A;1;5;Accelerate;MaxClimb;T_01;;1528.2;215;
757300;ICAO_A;1;6;Accelerate;MaxClimb;T_00;;1693.5;250;
757300;ICAO_A;1;7;Climb;MaxClimb;T_00;5500;;;
757300;ICAO_A;1;8;Climb;MaxClimb;T_00;7500;;;
757300;ICAO_A;1;9;Climb;MaxClimb;T_00;10000;;;
757300;ICAO_A;2;1;Takeoff;MaxTakeoff;T_05;;;;
757300;ICAO_A;2;2;Climb;MaxTakeoff;T_05;1500;;;
757300;ICAO_A;2;3;Climb;MaxClimb;T_05;3000;;;
757300;ICAO_A;2;4;Accelerate;MaxClimb;T_05;;1304.9;199.6;
757300;ICAO_A;2;5;Accelerate;MaxClimb;T_01;;1441;215.6;
757300;ICAO_A;2;6;Accelerate;MaxClimb;T_00;;1597.7;250;
757300;ICAO_A;2;7;Climb;MaxClimb;T_00;5500;;;
757300;ICAO_A;2;8;Climb;MaxClimb;T_00;7500;;;
757300;ICAO_A;2;9;Climb;MaxClimb;T_00;10000;;;
757300;ICAO_A;3;1;Takeoff;MaxTakeoff;T_05;;;;
757300;ICAO_A;3;2;Climb;MaxTakeoff;T_05;1500;;;
757300;ICAO_A;3;3;Climb;MaxClimb;T_05;3000;;;
757300;ICAO_A;3;4;Accelerate;MaxClimb;T_05;;1242.3;201.6;
757300;ICAO_A;3;5;Accelerate;MaxClimb;T_01;;1357.6;216.7;
757300;ICAO_A;3;6;Accelerate;MaxClimb;T_00;;1500;250;
757300;ICAO_A;3;7;Climb;MaxClimb;T_00;5500;;;
757300;ICAO_A;3;8;Climb;MaxClimb;T_00;7500;;;
757300;ICAO_A;3;9;Climb;MaxClimb;T_00;10000;;;
757300;ICAO_A;4;1;Takeoff;MaxTakeoff;T_05;;;;
757300;ICAO_A;4;2;Climb;MaxTakeoff;T_05;1500;;;
757300;ICAO_A;4;3;Climb;MaxClimb;T_05;3000;;;
757300;ICAO_A;4;4;Accelerate;MaxClimb;T_05;;1127.1;205.3;
757300;ICAO_A;4;5;Accelerate;MaxClimb;T_01;;1221.4;221.1;
757300;ICAO_A;4;6;Accelerate;MaxClimb;T_00;;1359.4;250;
757300;ICAO_A;4;7;Climb;MaxClimb;T_00;5500;;;
757300;ICAO_A;4;8;Climb;MaxClimb;T_00;7500;;;
757300;ICAO_A;4;9;Climb;MaxClimb;T_00;10000;;;
757300;ICAO_A;5;1;Takeoff;MaxTakeoff;T_05;;;;
757300;ICAO_A;5;2;Climb;MaxTakeoff;T_05;1500;;;
757300;ICAO_A;5;3;Climb;MaxClimb;T_05;3000;;;
757300;ICAO_A;5;4;Accelerate;MaxClimb;T_05;;997.2;210.6;
757300;ICAO_A;5;5;Accelerate;MaxClimb;T_01;;1076;227.9;
757300;ICAO_A;5;6;Accelerate;MaxClimb;T_00;;1192;250;
757300;ICAO_A;5;7;Climb;MaxClimb;T_00;5500;;;
