,name,date,time,long,lat,altitude_ft,speed,aircraft
297,TLM116-1664732580-schedule-0836,2022-10-04,20:21:25,106.85247,-6.05928,3100,181,AA
298,TLM116-1664732580-schedule-0836,2022-10-04,20:21:56,106.82788,-6.06902,3200,182,AA
299,TLM116-1664732580-schedule-0836,2022-10-04,20:22:26,106.80373,-6.07879,2800,187,AA
300,TLM116-1664732580-schedule-0836,2022-10-04,20:22:56,106.77953,-6.08833,2300,177,AA
301,TLM116-1664732580-schedule-0836,2022-10-04,20:23:26,106.7578,-6.09704,1900,160,AA
302,TLM116-1664732580-schedule-0836,2022-10-04,20:23:56,106.7381,-6.10491,1500,148,AA
303,TLM116-1664732580-schedule-0836,2022-10-04,20:24:15,106.72575,-6.10982,1200,147,AA
304,TLM116-1664732580-schedule-0836,2022-10-04,20:25:19,106.6859,-6.12566,400,144,AA
305,TLM116-1664732580-schedule-0836,2022-10-04,20:25:37,106.67585,-6.12973,200,149,AA
306,TLM116-1664732580-schedule-0836,2022-10-04,20:25:54,106.6644,-6.13431,200,133,AA
