fa_flight_id,altitude,altitude_change,groundspeed,heading,latitude,longitude,timestamp,update_type
TLM702-1669937520-schedule-0574,4,C,168,209,13.90124,100.59829,2022-12-03T23:28:00Z,A
TLM702-1669937520-schedule-0574,10,C,179,211,13.89035,100.59183,2022-12-03T23:28:16Z,A
TLM702-1669937520-schedule-0574,16,C,184,209,13.87871,100.58509,2022-12-03T23:28:32Z,A
TLM702-1669937520-schedule-0574,19,C,210,238,13.86763,100.57562,2022-12-03T23:28:48Z,A
TLM702-1669937520-schedule-0574,22,C,230,259,13.86265,100.55907,2022-12-03T23:29:04Z,A
TLM702-1669937520-schedule-0574,29,C,242,256,13.85809,100.5369,2022-12-03T23:29:24Z,A
TLM702-1669937520-schedule-0574,42,C,248,252,13.84882,100.50525,2022-12-03T23:29:53Z,A
TLM702-1669937520-schedule-0574,46,C,269,240,13.83993,100.48385,2022-12-03T23:30:11Z,A
TLM702-1669937520-schedule-0574,53,C,287,226,13.81847,100.45756,2022-12-03T23:30:37Z,A
TLM702-1669937520-schedule-0574,64,C,294,224,13.79534,100.43301,2022-12-03T23:31:02Z,A
TLM702-1669937520-schedule-0574,73,C,283,199,13.77626,100.42143,2022-12-03T23:31:18Z,A
TLM702-1669937520-schedule-0574,82,C,275,176,13.75302,100.41913,2022-12-03T23:31:36Z,A
TLM702-1669937520-schedule-0574,91,C,272,164,13.73165,100.42328,2022-12-03T23:31:54Z,A
TLM702-1669937520-schedule-0574,108,C,284,158,13.68288,100.44274,2022-12-03T23:32:34Z,A
TLM702-1669937520-schedule-0574,116,C,314,159,13.64153,100.45927,2022-12-03T23:33:05Z,A
TLM702-1669937520-schedule-0574,124,C,335,159,13.6007,100.47522,2022-12-03T23:33:35Z,A
TLM702-1669937520-schedule-0574,138,C,341,159,13.55676,100.49214,2022-12-03T23:34:05Z,A
TLM702-1669937520-schedule-0574,152,C,353,159,13.50774,100.51141,2022-12-03T23:34:37Z,A
TLM702-1669937520-schedule-0574,164,C,366,159,13.45988,100.5302,2022-12-03T23:35:08Z,A
TLM702-1669937520-schedule-0574,177,C,370,159,13.41211,100.54882,2022-12-03T23:35:38Z,A
TLM702-1669937520-schedule-0574,190,C,374,159,13.36308,100.568,2022-12-03T23:36:08Z,A
TLM702-1669937520-schedule-0574,197,C,378,162,13.33396,100.57911,2022-12-03T23:36:25Z,A
TLM702-1669937520-schedule-0574,205,C,383,171,13.29825,100.58769,2022-12-03T23:36:47Z,A
TLM702-1669937520-schedule-0574,211,C,389,177,13.26714,100.59054,2022-12-03T23:37:05Z,A
TLM702-1669937520-schedule-0574,221,C,395,177,13.21222,100.59304,2022-12-03T23:37:35Z,A
TLM702-1669937520-schedule-0574,228,C,409,177,13.15585,100.59575,2022-12-03T23:38:05Z,A
TLM702-1669937520-schedule-0574,237,C,419,177,13.09393,100.59882,2022-12-03T23:38:37Z,A
TLM702-1669937520-schedule-0574,244,C,431,177,13.0361,100.60171,2022-12-03T23:39:07Z,A
TLM702-1669937520-schedule-0574,251,C,438,177,12.97398,100.60488,2022-12-03T23:39:37Z,A
TLM702-1669937520-schedule-0574,260,C,442,177,12.91196,100.6081,2022-12-03T23:40:07Z,A
TLM702-1669937520-schedule-0574,269,C,445,177,12.85144,100.61115,2022-12-03T23:40:37Z,A
TLM702-1669937520-schedule-0574,278,C,446,177,12.78622,100.61448,2022-12-03T23:41:08Z,A
TLM702-1669937520-schedule-0574,286,C,448,177,12.72571,100.61756,2022-12-03T23:41:38Z,A
TLM702-1669937520-schedule-0574,294,C,449,177,12.66342,100.62074,2022-12-03T23:42:08Z,A
TLM702-1669937520-schedule-0574,303,C,447,177,12.59976,100.62397,2022-12-03T23:42:38Z,A
TLM702-1669937520-schedule-0574,312,C,444,177,12.53952,100.62705,2022-12-03T23:43:08Z,A
TLM702-1669937520-schedule-0574,321,C,442,177,12.47626,100.63017,2022-12-03T23:43:38Z,A
TLM702-1669937520-schedule-0574,330,C,437,177,12.41231,100.63339,2022-12-03T23:44:09Z,A
TLM702-1669937520-schedule-0574,338,C,433,176,12.35394,100.6364,2022-12-03T23:44:39Z,A
TLM702-1669937520-schedule-0574,342,C,429,152,12.30343,100.65312,2022-12-03T23:45:05Z,A
TLM702-1669937520-schedule-0574,347,C,429,151,12.25099,100.68321,2022-12-03T23:45:35Z,A
TLM702-1669937520-schedule-0574,350,C,431,150,12.19203,100.7174,2022-12-03T23:46:10Z,A
TLM702-1669937520-schedule-0574,350,-,431,150,12.13896,100.74839,2022-12-03T23:46:40Z,A
TLM702-1669937520-schedule-0574,350,-,428,150,12.08542,100.77972,2022-12-03T23:47:11Z,A
TLM702-1669937520-schedule-0574,350,-,425,150,12.03264,100.81074,2022-12-03T23:47:42Z,A
TLM702-1669937520-schedule-0574,350,-,424,150,11.9805,100.84148,2022-12-03T23:48:13Z,A
TLM702-1669937520-schedule-0574,350,-,423,150,11.92072,100.8769,2022-12-03T23:48:48Z,A
TLM702-1669937520-schedule-0574,350,-,422,150,11.85574,100.91545,2022-12-03T23:49:26Z,A
TLM702-1669937520-schedule-0574,350,-,421,149,11.80476,100.94584,2022-12-03T23:49:56Z,A
TLM702-1669937520-schedule-0574,350,-,421,150,11.75439,100.97573,2022-12-03T23:50:26Z,A
TLM702-1669937520-schedule-0574,350,-,424,154,11.69728,101.00825,2022-12-03T23:51:00Z,A
TLM702-1669937520-schedule-0574,350,-,426,165,11.65521,101.02407,2022-12-03T23:51:22Z,A
TLM702-1669937520-schedule-0574,350,-,427,175,11.60994,101.03174,2022-12-03T23:51:46Z,A
TLM702-1669937520-schedule-0574,350,-,429,186,11.56938,101.03113,2022-12-03T23:52:06Z,A
TLM702-1669937520-schedule-0574,350,-,433,193,11.49244,101.01717,2022-12-03T23:52:45Z,A
TLM702-1669937520-schedule-0574,350,-,433,193,11.43253,101.00435,2022-12-03T23:53:15Z,A
TLM702-1669937520-schedule-0574,350,-,428,182,11.34174,100.99499,2022-12-03T23:54:01Z,A
TLM702-1669937520-schedule-0574,350,-,429,181,11.28408,100.99336,2022-12-03T23:54:31Z,A
TLM702-1669937520-schedule-0574,350,-,428,181,11.22277,100.99192,2022-12-03T23:55:01Z,A
TLM702-1669937520-schedule-0574,350,-,429,182,11.15517,100.99004,2022-12-03T23:55:35Z,A
TLM702-1669937520-schedule-0574,350,-,430,183,11.08516,100.98811,2022-12-03T23:56:10Z,A
TLM702-1669937520-schedule-0574,350,-,437,186,11.01077,100.98481,2022-12-03T23:56:47Z,A
TLM702-1669937520-schedule-0574,350,-,441,186,10.94994,100.97833,2022-12-03T23:57:17Z,A
TLM702-1669937520-schedule-0574,350,-,441,186,10.88805,100.97184,2022-12-03T23:57:47Z,A
TLM702-1669937520-schedule-0574,350,-,440,186,10.82735,100.96575,2022-12-03T23:58:17Z,A
TLM702-1669937520-schedule-0574,350,-,440,186,10.76558,100.95978,2022-12-03T23:58:47Z,A
TLM702-1669937520-schedule-0574,350,-,440,186,10.70539,100.95395,2022-12-03T23:59:17Z,A
TLM702-1669937520-schedule-0574,350,-,440,186,10.64397,100.94797,2022-12-03T23:59:47Z,A
TLM702-1669937520-schedule-0574,350,-,438,186,10.58226,100.94191,2022-12-04T00:00:18Z,A
TLM702-1669937520-schedule-0574,350,-,437,186,10.52161,100.93599,2022-12-04T00:00:48Z,A
TLM702-1669937520-schedule-0574,350,-,437,186,10.46104,100.93005,2022-12-04T00:01:18Z,A
TLM702-1669937520-schedule-0574,350,-,437,186,10.40131,100.92418,2022-12-04T00:01:48Z,A
TLM702-1669937520-schedule-0574,350,-,435,186,10.34042,100.91814,2022-12-04T00:02:18Z,A
TLM702-1669937520-schedule-0574,350,-,436,186,10.23581,100.90781,2022-12-04T00:03:10Z,A
TLM702-1669937520-schedule-0574,350,-,435,186,10.17627,100.90185,2022-12-04T00:03:40Z,A
TLM702-1669937520-schedule-0574,350,-,433,186,10.08321,100.89275,2022-12-04T00:04:26Z,A
TLM702-1669937520-schedule-0574,350,-,433,186,9.99005,100.88359,2022-12-04T00:05:12Z,A
TLM702-1669937520-schedule-0574,350,-,428,172,9.71672,100.87567,2022-12-04T00:07:28Z,A
TLM702-1669937520-schedule-0574,350,-,428,172,9.6385,100.88698,2022-12-04T00:08:08Z,A
TLM702-1669937520-schedule-0574,350,-,427,172,9.57966,100.89583,2022-12-04T00:08:38Z,A
TLM702-1669937520-schedule-0574,350,-,427,171,9.52091,100.90483,2022-12-04T00:09:08Z,A
TLM702-1669937520-schedule-0574,350,-,428,172,9.46123,100.91378,2022-12-04T00:09:38Z,A
TLM702-1669937520-schedule-0574,350,-,428,171,9.4023,100.92278,2022-12-04T00:10:08Z,A
TLM702-1669937520-schedule-0574,350,-,428,171,9.34378,100.93177,2022-12-04T00:10:38Z,A
TLM702-1669937520-schedule-0574,350,-,429,172,9.28438,100.94077,2022-12-04T00:11:09Z,A
TLM702-1669937520-schedule-0574,350,-,430,172,9.22646,100.94946,2022-12-04T00:11:39Z,A
TLM702-1669937520-schedule-0574,350,-,431,171,9.16644,100.95849,2022-12-04T00:12:09Z,A
TLM702-1669937520-schedule-0574,350,-,432,171,9.04738,100.97728,2022-12-04T00:13:09Z,A
TLM702-1669937520-schedule-0574,350,-,434,171,8.98746,100.98698,2022-12-04T00:13:39Z,A
TLM702-1669937520-schedule-0574,350,-,434,171,8.92795,100.99676,2022-12-04T00:14:09Z,A
TLM702-1669937520-schedule-0574,350,-,433,171,8.87,101.00611,2022-12-04T00:14:39Z,A
TLM702-1669937520-schedule-0574,350,-,433,171,8.7843,101.02036,2022-12-04T00:15:22Z,A
TLM702-1669937520-schedule-0574,349,D,430,171,8.70685,101.03264,2022-12-04T00:16:01Z,A
TLM702-1669937520-schedule-0574,336,D,435,175,8.62102,101.04093,2022-12-04T00:16:44Z,A
TLM702-1669937520-schedule-0574,329,D,425,187,8.5827,101.03586,2022-12-04T00:17:04Z,A
TLM702-1669937520-schedule-0574,317,D,415,196,8.51091,101.01611,2022-12-04T00:17:43Z,A
TLM702-1669937520-schedule-0574,306,D,412,195,8.4527,100.99997,2022-12-04T00:18:14Z,A
TLM702-1669937520-schedule-0574,294,D,411,195,8.3963,100.98458,2022-12-04T00:18:44Z,A
TLM702-1669937520-schedule-0574,281,D,403,195,8.31879,100.96322,2022-12-04T00:19:27Z,A
TLM702-1669937520-schedule-0574,268,D,399,195,8.25497,100.9456,2022-12-04T00:20:03Z,A
TLM702-1669937520-schedule-0574,254,D,398,195,8.18903,100.92739,2022-12-04T00:20:39Z,A
TLM702-1669937520-schedule-0574,237,D,395,196,8.1021,100.90333,2022-12-04T00:21:28Z,A
TLM702-1669937520-schedule-0574,228,D,386,195,8.04586,100.88778,2022-12-04T00:22:00Z,A
TLM702-1669937520-schedule-0574,220,D,373,195,7.99548,100.87395,2022-12-04T00:22:30Z,A
TLM702-1669937520-schedule-0574,211,D,364,196,7.94618,100.86022,2022-12-04T00:23:00Z,A
TLM702-1669937520-schedule-0574,194,D,358,196,7.86726,100.83759,2022-12-04T00:23:49Z,A
TLM702-1669937520-schedule-0574,136,D,332,196,7.62483,100.77158,2022-12-04T00:26:27Z,A
TLM702-1669937520-schedule-0574,131,D,307,195,7.58029,100.75925,2022-12-04T00:26:59Z,A
TLM702-1669937520-schedule-0574,122,D,290,195,7.52724,100.74472,2022-12-04T00:27:39Z,A
TLM702-1669937520-schedule-0574,114,D,289,195,7.48858,100.73421,2022-12-04T00:28:09Z,A
TLM702-1669937520-schedule-0574,106,D,289,195,7.44942,100.72363,2022-12-04T00:28:39Z,A
TLM702-1669937520-schedule-0574,100,D,288,196,7.41481,100.71423,2022-12-04T00:29:06Z,A
TLM702-1669937520-schedule-0574,93,D,284,196,7.37625,100.70334,2022-12-04T00:29:36Z,A
TLM702-1669937520-schedule-0574,89,D,283,196,7.35549,100.69742,2022-12-04T00:29:52Z,A
TLM702-1669937520-schedule-0574,83,D,279,196,7.31787,100.68681,2022-12-04T00:30:22Z,A
TLM702-1669937520-schedule-0574,76,D,278,195,7.28044,100.67644,2022-12-04T00:30:52Z,A
TLM702-1669937520-schedule-0574,70,D,274,195,7.24334,100.6664,2022-12-04T00:31:22Z,A
TLM702-1669937520-schedule-0574,67,D,257,196,7.20526,100.65593,2022-12-04T00:31:54Z,A
TLM702-1669937520-schedule-0574,66,D,243,196,7.18579,100.65055,2022-12-04T00:32:11Z,A
TLM702-1669937520-schedule-0574,63,D,224,195,7.15471,100.64211,2022-12-04T00:32:41Z,A
TLM702-1669937520-schedule-0574,61,D,209,195,7.13613,100.63709,2022-12-04T00:33:00Z,A
TLM702-1669937520-schedule-0574,57,D,194,196,7.10852,100.62955,2022-12-04T00:33:32Z,A
TLM702-1669937520-schedule-0574,52,D,194,197,7.08209,100.62226,2022-12-04T00:34:02Z,A
TLM702-1669937520-schedule-0574,48,D,190,195,7.05666,100.61512,2022-12-04T00:34:32Z,A
TLM702-1669937520-schedule-0574,42,D,190,195,7.03106,100.60806,2022-12-04T00:35:02Z,A
TLM702-1669937520-schedule-0574,38,D,186,195,7.00569,100.60095,2022-12-04T00:35:32Z,A
TLM702-1669937520-schedule-0574,35,D,180,194,6.97769,100.59347,2022-12-04T00:36:06Z,A
TLM702-1669937520-schedule-0574,34,D,183,213,6.96352,100.58822,2022-12-04T00:36:24Z,A
TLM702-1669937520-schedule-0574,32,D,192,260,6.95467,100.57368,2022-12-04T00:36:44Z,A
TLM702-1669937520-schedule-0574,28,D,192,262,6.95202,100.54759,2022-12-04T00:37:14Z,A
TLM702-1669937520-schedule-0574,23,D,174,263,6.94844,100.52006,2022-12-04T00:37:46Z,A
TLM702-1669937520-schedule-0574,19,D,154,263,6.94564,100.49753,2022-12-04T00:38:16Z,A
TLM702-1669937520-schedule-0574,15,D,147,263,6.94299,100.4767,2022-12-04T00:38:46Z,A
TLM702-1669937520-schedule-0574,11,D,142,263,6.94052,100.45642,2022-12-04T00:39:16Z,A
TLM702-1669937520-schedule-0574,8,D,142,263,6.93801,100.43663,2022-12-04T00:39:46Z,A
